;textID;text;sentiment;aws_obj_score;aws_mixed_score;aws_mixed_score;aws_neg_score;aws_final_score;aws_pred_sent;azure_obj_score;azure_pos_score;azure_neg_score;azure_final_score;azure_pred_sent;sent_vs_azure;sent_vs_aws;aws_vs_azure;aws_vs_azure_mixed;all_true_sent;all_false_sent;same_but_false;azure_t_vs_aws_f;aws_t_vs_azure_f
1056;1dea9f86e1;Now english academy;neutral;0.9992293119430542;1.1472978940219036e-06;0.0005975778913125397;0.000171919513377361;0.00042565837793517863;neutral;0.77;0.18;0.05;0.13;neutral;True;True;True;False;True;False;False;False;False
1057;2e175d6a05;on my way to driver`s training;neutral;0.734090268611908;0.0004244886222295463;0.22240354120731354;0.04308173432946205;0.1793218068778515;neutral;0.62;0.36;0.02;0.34;neutral;True;True;True;False;True;False;False;False;False
1058;b15b4b550b; Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place;positive;0.010798172093927859;8.554667374482959e-07;0.9887786507606506;0.0004222785064484924;0.988356372254202;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1059;150ebb41ba;I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.;negative;0.17607071995735168;6.4688159909565e-05;0.321550190448761;0.5023143291473389;-0.18076413869857788;negative;0.21;0.3;0.49;-0.19;mixed;False;True;False;False;False;False;False;False;True
1060;f914309bd5;must be time to go home - yes indeedy;neutral;0.4201876819133759;2.497601599316113e-05;0.5691022276878357;0.01068518590182066;0.558417041786015;positive;0.44;0.54;0.02;0.52;positive;False;False;True;False;False;True;True;False;False
1061;d16a599d1d; oh no fair.... thats in 9 hours;negative;0.3081707060337067;8.84934124769643e-05;0.01485009491443634;0.6768907308578491;-0.6620406359434128;negative;0.05;0.01;0.94;-0.93;negative;True;True;True;False;True;False;False;False;False
1062;b7c3e1798e; then i kill Bradies gf and have Bradie;negative;0.15338623523712158;3.056337845919188e-06;0.018567193299531937;0.8280434608459473;-0.8094762675464153;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1063;bbfd81fb40;Soon my new job starts  I`m so happy!;positive;0.0012054720427840948;1.8240946246805836e-06;0.9987431168556212;4.9625592509983114e-05;0.9986934912631114;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1064;0194327888;just got back from the BBQ, i got sunburn on my legs, well sore;negative;0.28979215025901794;0.00016216959920711815;0.10449478775262833;0.6055508852005005;-0.5010560974478722;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1065;3f8a34153b; thank you;positive;0.11535055935382844;0.002563045360147953;0.8694378137588501;0.01264862809330225;0.8567891856655478;positive;0.01;0.99;0.0;0.99;positive;True;True;True;False;True;False;False;False;False
1066;c250d1c6c0;went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P;neutral;0.7900030016899109;6.4614537222951185e-06;0.1816428154706955;0.028347741812467575;0.15329507365822792;neutral;0.03;0.96;0.01;0.95;positive;False;True;False;False;False;False;False;False;True
1067;a09695ea80;on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah;negative;0.02031460776925087;0.9564512372016908;0.015959136188030243;0.007275096606463194;0.008684039581567049;mixed;0.2;0.43;0.37;0.06;mixed;False;False;True;True;False;True;True;False;False
1068;95b6529e49; - I`m hoping these pills will do something, cuz I`m gonna go nuts;positive;0.7335001230239868;0.00013078209303785118;0.249027281999588;0.01734178327023983;0.23168549872934815;neutral;0.07;0.87;0.06;0.81;positive;True;False;False;False;False;False;False;True;False
1069;535bd2fe9b;i had a new friend who called himself shame.;negative;0.08781645447015762;0.7732400298118591;0.005785956047475338;0.13315753638744354;-0.1273715803399682;mixed;0.03;0.0;0.97;-0.97;negative;True;False;False;False;False;False;False;True;False
1070;a44c82eddd; peep this remix from 'The Wu Dynasty' remix tape its delayed but this will give u a idea;negative;0.4437304437160492;0.0004955810727551581;0.11275283247232434;0.4430211186408997;-0.3302682861685753;neutral;0.02;0.01;0.97;-0.96;negative;True;False;False;False;False;False;False;True;False
1071;3dec28069e; i know  but the weather`s clearing and suppose to be nice sat and sun;positive;0.34888818860054016;0.003693175967782736;0.6116302013397217;0.035788390785455704;0.575841810554266;positive;0.01;0.99;0.0;0.99;positive;True;True;True;False;True;False;False;False;False
1072;4fe8ecbb6d;Happy Star Wars Day!;positive;0.0014044912531971931;5.04429863212863e-06;0.9985688924789428;2.1547630240092985e-05;0.9985473448487028;positive;0.01;0.17;0.82;-0.6499999999999999;negative;False;True;False;False;False;False;False;False;True
1073;1ea46b2b89;juss boredd, !;negative;0.17560717463493347;5.7335428209626124e-06;0.05332708731293678;0.7710600495338441;-0.7177329622209072;negative;0.55;0.19;0.26;-0.07;neutral;False;True;False;False;False;False;False;False;True
1074;bbe7ecfac4;BYEEEEE!!!;neutral;0.6519335508346558;1.1925380022148602e-05;0.3444395959377289;0.0036149511579424147;0.3408246447797865;neutral;0.7;0.26;0.04;0.22;neutral;True;True;True;False;True;False;False;False;False
1075;461402680c; mmm but nothing i can do. lucky ive got great friends like u to cheer me up;positive;0.09565164893865584;0.07115382701158524;0.8054068088531494;0.027787763625383374;0.777619045227766;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1076;a3effba130; is making cupcakes and says i can`t have any  kelli, you`re a bad sister.;negative;0.6484392285346985;0.0009498449508100748;0.1342061460018158;0.21640479564666748;-0.08219864964485167;neutral;0.0;0.0;1.0;-1.0;negative;True;False;False;False;False;False;False;True;False
1077;8fdb246b51;_longman yes i am.  but she didn`t follow me;negative;0.9131445884704591;0.00031200412195175886;0.02960841543972492;0.05693498998880385;-0.02732657454907894;neutral;0.89;0.01;0.1;-0.09000000000000001;neutral;False;False;True;False;False;True;True;False;False
1078;e582dd0042;YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho;neutral;0.41739559173583984;3.7760778468509666e-06;0.2790704369544983;0.3035302460193634;-0.024459809064865112;neutral;0.0;0.01;0.99;-0.98;negative;False;True;False;False;False;False;False;False;True
1079;2d66a37374; she still got it going on!;neutral;0.05284348502755165;1.1984209777438083e-05;0.9377321004867554;0.009412406012415886;0.9283196944743396;positive;0.88;0.08;0.04;0.04;neutral;True;False;False;False;False;False;False;True;False
1080;44ae243052;_Nessiah Yeah I will  In fifteen minutes or so.;neutral;0.9947668313980104;7.239373189804609e-07;0.004131609108299017;0.0011008066358044744;0.0030308024724945426;neutral;0.91;0.08;0.01;0.07;neutral;True;True;True;False;True;False;False;False;False
1081;a8c660c984;'Mamma Who Bore Me' hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^;neutral;0.6921678781509399;1.5249809621309396e-05;0.2624647319316864;0.04535211995244026;0.2171126119792461;neutral;0.1;0.89;0.01;0.88;positive;False;True;False;False;False;False;False;False;True
1082;ef4f50c77f;dual reject ...  http://tinyurl.com/mfm7tl;neutral;0.6566886901855469;0.0005591805675067008;0.04074113443493843;0.30201101303100586;-0.26126987859606743;neutral;0.03;0.0;0.97;-0.97;negative;False;True;False;False;False;False;False;False;True
1083;7e46b70d4c;That was a fun show. Grabbing a bite to eat now.;positive;0.003751384327188134;0.0005385142867453396;0.990449607372284;0.0052605438977479935;0.985189063474536;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1084;fe12b8fd85;The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age;positive;0.07561535388231277;3.0415321816690266e-05;0.9232221841812134;0.0011320802150294185;0.9220901039661841;positive;0.01;0.5;0.49;0.010000000000000007;mixed;False;True;False;False;False;False;False;False;True
1085;85a02242e3;Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up http://is.gd/JrLa;neutral;0.1086875945329666;0.06670001894235611;0.6767422556877136;0.14787010848522186;0.5288721472024918;positive;0.0;0.5;0.5;0.0;mixed;False;False;False;False;False;True;False;False;False
1086;0f525a5629;  thanks  I`m holding my mini laser light thingy lol. How are u?;positive;0.08434271067380905;7.783204637235029e-06;0.913860321044922;0.0017891993047669532;0.9120711217401548;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1087;a12591f04b;Off for a bit of a motorcycle trip today!;neutral;0.5349235534667969;5.472786142490803e-06;0.4607486128807068;0.004322331864386797;0.45642628101632;neutral;0.85;0.05;0.1;-0.05;neutral;True;True;True;False;True;False;False;False;False
1088;22ff30c41e;Aww chamber callbacks... Soo emotional;positive;0.14906048774719238;0.00022291837376542392;0.7719776630401611;0.07873893529176712;0.693238727748394;positive;0.06;0.85;0.09;0.76;positive;True;True;True;False;True;False;False;False;False
1089;4c72374608; Good luck.. I have still to get wireless working post IT6;positive;0.13088180124759674;5.8575278671924025e-06;0.8642302751541138;0.004881983622908592;0.8593482915312052;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1090;9b67b05a3e; heey  your awsome. god bless.;positive;0.104555644094944;1.4649825970991516e-05;0.8946285247802734;0.0008010992896743119;0.8938274254905991;positive;0.04;0.96;0.0;0.96;positive;True;True;True;False;True;False;False;False;False
1091;bb8d6194fa; I can give you the contact of the person who makes those cheesecakes!;neutral;0.12783393263816833;9.101028263103217e-05;0.8138915300369263;0.058183625340461724;0.7557079046964645;positive;0.96;0.03;0.01;0.02;neutral;True;False;False;False;False;False;False;True;False
1092;7e843d7249;THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.;negative;0.5706332921981812;0.00019183917902410033;0.3148761689662933;0.1142987534403801;0.20057741552591324;neutral;0.92;0.04;0.04;0.0;neutral;False;False;True;False;False;True;True;False;False
1093;f90f887354;Good Monday morning to everyone- Hope everyone`s week is off to a successful start;positive;0.029814077541232113;2.6283893021172844e-05;0.9696921706199646;0.0004674972442444414;0.9692246733757202;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1094;d953042861; we watched that one day in the middle of playing-- it REALLY doesn`t hold up;negative;0.0013924605445936322;5.204443027650997e-07;0.0005733895231969656;0.9980337023735046;-0.9974603128503076;negative;0.28;0.01;0.71;-0.7;negative;True;True;True;False;True;False;False;False;False
1095;8aee050b4c;The 'shhh..' stuff is finally all done!;neutral;0.20317327976226807;0.1934117376804352;0.5119031071662903;0.09151189774274826;0.420391209423542;positive;0.24;0.67;0.09;0.5800000000000001;positive;False;False;True;False;False;True;True;False;False
1096;9b81e91703;Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day;negative;0.4544603824615479;3.486073546810076e-05;0.33232328295707697;0.21318155527114868;0.11914172768592834;neutral;0.0;0.0;1.0;-1.0;negative;True;False;False;False;False;False;False;True;False
1097;fc07138564; Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!;positive;0.1007395088672638;2.633756957948208e-05;0.8908050656318665;0.008429075591266155;0.8823759900406003;positive;0.08;0.92;0.0;0.92;positive;True;True;True;False;True;False;False;False;False
1098;788156942d;winter flu has to twitter about logies to get noticed. haha. I love rove;positive;0.0228174701333046;1.8781535118250758e-06;0.9766964912414552;0.00048410857561975723;0.9762123826658352;positive;0.13;0.53;0.34;0.19;mixed;False;True;False;False;False;False;False;False;True
1099;173e65b71a; muhaha martha <33 have fun see uu next mnth;positive;0.048790112137794495;3.112943522864953e-05;0.9510839581489564;9.475836850469932e-05;0.9509891997804516;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1100;98e022a28f;I also concede to my first Twitter grammar fail.;negative;0.14382639527320862;0.00011518181418068708;0.024892112240195274;0.8311662673950195;-0.8062741551548243;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1101;88f94f7539; No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well;neutral;0.01993594132363796;4.5852477342123166e-05;0.0031073575373739004;0.9769108891487122;-0.9738035316113384;negative;0.01;0.0;0.99;-0.99;negative;False;False;True;False;False;True;True;False;False
1102;c29e6cf197; Yep! Tail between legs!;negative;0.7168053984642029;2.198282345489133e-06;0.28231239318847656;0.0008800013456493617;0.2814323918428272;neutral;0.02;0.97;0.01;0.96;positive;False;False;False;False;False;True;False;False;False
1103;0af5a36600; Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you;neutral;0.05800373107194901;0.00011387318227207288;0.003332480089738965;0.9385499358177184;-0.9352174557279797;negative;0.03;0.44;0.53;-0.09000000000000002;mixed;False;False;False;False;False;True;False;False;False
1104;d5233b3fc4; I`m good.;positive;0.15445730090141296;0.00010453034337842836;0.8342903852462769;0.011147729121148586;0.8231426561251283;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1105;7d59c522ee; noooo! Little piggies.  i`ll vote anyway, hmpf. We need to hang out soon pls. :hugs!:;neutral;0.2769332230091095;0.0005569044151343405;0.7003934383392334;0.02211642637848854;0.6782770119607449;positive;0.28;0.72;0.0;0.72;positive;False;False;True;False;False;True;True;False;False
1106;2cda6ae11f;Gettin my cardio on right now. Walkin to the train station awww I so miss the gym;negative;0.3145532011985779;0.02156383916735649;0.4062142670154572;0.25766873359680176;0.1485455334186554;positive;0.13;0.85;0.02;0.83;positive;False;False;True;False;False;True;True;False;False
1107;0d2d2e4e93;"American trade journalists ask PRs `how are you` almost 100% of the time; UK journalists? Erm...not so much   How come?";neutral;0.8259835243225098;0.0003490057133603841;0.005184161476790905;0.16848328709602356;-0.16329912561923265;neutral;0.15;0.03;0.82;-0.7899999999999999;negative;False;True;False;False;False;False;False;False;True
1108;f1ffdf3d99;The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-;neutral;0.33578208088874817;0.00017543912690598518;0.519706130027771;0.14433635771274567;0.3753697723150253;positive;0.11;0.86;0.03;0.83;positive;False;False;True;False;False;True;True;False;False
1109;9ff15d5ccf; that sucks!;negative;0.033958658576011665;0.0007276991382241249;0.010881858877837658;0.9544317722320556;-0.943549913354218;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1110;1a5cb0fe6f;Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.;neutral;0.09930898249149324;7.779020052112172e-06;0.8962897658348083;0.004393560346215963;0.8918962054885924;positive;0.01;0.99;0.0;0.99;positive;False;False;True;False;False;True;True;False;False
1111;8291ccf502;workin at la bootay... wheres the warm weather at???;neutral;0.8110118508338928;0.038080062717199326;0.06300418823957442;0.08790381252765657;-0.024899624288082126;neutral;0.8;0.17;0.03;0.14;neutral;True;True;True;False;True;False;False;False;False
1112;d387ba5369;Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes;neutral;0.1078154444694519;0.005668279714882374;0.8854712247848511;0.001045151031576097;0.884426073753275;positive;0.07;0.51;0.42;0.09000000000000002;mixed;False;False;False;False;False;True;False;False;False
1113;5b79166c70; waaa you too;neutral;0.569351315498352;3.6859390093013644e-05;0.10815159231424333;0.3224601745605469;-0.2143085822463036;neutral;0.79;0.12;0.09;0.03;neutral;True;True;True;False;True;False;False;False;False
1114;05f31579f2;is stressin h-core. and is supposed to be cleaning her room. and feels like ****.;negative;0.016605712473392487;9.130584658123551e-06;0.011893008835613728;0.9714922308921814;-0.9595992220565676;negative;0.95;0.04;0.01;0.03;neutral;False;True;False;False;False;False;False;False;True
1115;bf66b4acaa;_Kookie girl,rain is my song forrealll!!!;neutral;0.09300070255994797;8.115801028907299e-05;0.9059756398200988;0.0009425521711818873;0.905033087648917;positive;0.16;0.79;0.05;0.74;positive;False;False;True;False;False;True;True;False;False
1116;f54efff9bf;Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don`t feel very well right now;negative;0.3092840015888214;1.1838946193165613e-05;0.5395255088806152;0.15117870271205902;0.3883468061685562;positive;0.0;0.14;0.86;-0.72;negative;True;False;False;False;False;False;False;True;False
1117;b6ad9e9b07; will you be posting a pic of you H suit?? Pretty please?;neutral;0.8271346092224121;0.00018645025556907055;0.06955133378505708;0.1031276434659958;-0.03357630968093872;neutral;0.8;0.18;0.02;0.16;neutral;True;True;True;False;True;False;False;False;False
1118;8f6133751f;Rose City Sirens were uber cool last night!  Wish I could have stayed longer;positive;0.09968646615743636;3.365960219525732e-05;0.746958315372467;0.15332148969173431;0.5936368256807327;positive;0.01;0.98;0.01;0.97;positive;True;True;True;False;True;False;False;False;False
1119;313fc09dd5; Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!);negative;0.4414307773113251;1.0373781151429283e-05;0.24162571132183075;0.3169330954551697;-0.07530738413333893;neutral;0.06;0.34;0.6;-0.25999999999999995;mixed;False;False;False;False;False;True;False;False;False
1120;09d0f8f088; two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.;positive;0.6986775994300842;7.319665201066527e-06;0.22002212703228;0.08129303902387619;0.13872908800840378;neutral;0.0;1.0;0.0;1.0;positive;True;False;False;False;False;False;False;True;False
1121;c172ff7e6b;  ahhhh it won`t let me watch the video on my phone;neutral;0.4076352715492249;6.440090510295704e-05;0.06177623197436333;0.5305240154266357;-0.4687477834522724;negative;0.18;0.08;0.74;-0.66;negative;False;False;True;False;False;True;True;False;False
1122;28d618869c;it`s gloomy outside;negative;0.2063993066549301;8.828354111756198e-06;0.01991461776196957;0.7736771702766418;-0.7537625525146723;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1123;ed25e31700; Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....;neutral;0.7743262648582458;2.6459711079951376e-05;0.18949458003044128;0.03615263849496842;0.15334194153547287;neutral;0.01;0.0;0.99;-0.99;negative;False;True;False;False;False;False;False;False;True
1124;6635f4080d; i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.;negative;0.005731474142521621;7.267863679771834e-07;0.000283780915196985;0.993984043598175;-0.993700262682978;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1125;4c7465d015;_Hayward go two way mirrors;neutral;0.9895692467689514;9.735854291648138e-07;0.009380470030009748;0.001049396698363125;0.00833107333164662;neutral;0.97;0.01;0.02;-0.01;neutral;True;True;True;False;True;False;False;False;False
1126;6fbb1a4b64;That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!;positive;0.11073339730501176;2.5371639367222087e-06;0.8876276612281799;0.001636447967030108;0.8859912132611498;positive;0.11;0.87;0.02;0.85;positive;True;True;True;False;True;False;False;False;False
1127;fae05eac0f; why not united kingdom;neutral;0.6714445352554321;0.019784478470683098;0.029214393347501755;0.27955663204193115;-0.2503422386944294;neutral;0.17;0.02;0.81;-0.79;negative;False;True;False;False;False;False;False;False;True
1128;4f6b25d5af;Back from brunch. Hopefully I lured two more friends here.;neutral;0.1309998780488968;4.089176400157157e-06;0.8657047748565674;0.003291284199804068;0.8624134906567633;positive;0.7;0.18;0.12;0.06;neutral;True;False;False;False;False;False;False;True;False
1129;fd026198ea;i love his nose kisses;positive;0.0021478105336427693;2.8883528102596765e-06;0.9974887371063232;0.0003605281817726791;0.9971282089245506;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1130;2f3ff51870;yeah.... and im gonna take ur picture off my ipod baby..;neutral;0.26275089383125305;0.0009983991039916873;0.3385137617588043;0.3977369070053101;-0.05922314524650574;negative;0.92;0.05;0.03;0.020000000000000004;neutral;True;False;False;False;False;False;False;True;False
1131;84bcf86d43;up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF;positive;0.3012618124485016;0.00020560913253575563;0.6953555345535278;0.003177018370479345;0.6921785161830485;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1132;0cefe48978;Ate too much vegetarian pizza for dinner! But it was so good;negative;0.0045577390119433394;0.00014940323308110237;0.9928020238876344;0.0024908236227929588;0.9903112002648412;positive;0.11;0.53;0.36;0.17000000000000004;mixed;False;False;False;False;False;True;False;False;False
1133;d572ff423b;  I don`t like Demi...I like La La Land and Don`t forget. Do you like Ashley Tisdale??;neutral;0.8183907270431519;3.470573801678256e-06;0.058231435716152184;0.12337437272071837;-0.06514293700456619;neutral;0.25;0.03;0.72;-0.69;negative;False;True;False;False;False;False;False;False;True
1134;fa6d581997; LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!;neutral;0.2959936857223511;0.00025495709269307554;0.653628945350647;0.05012242123484612;0.6035065241158009;positive;0.17;0.47;0.36;0.11;mixed;False;False;False;False;False;True;False;False;False
1135;a68443a78b; This year;neutral;0.9985113739967346;2.8683375603577588e-06;0.0013088384876027705;0.00017687839863356203;0.0011319600889692085;neutral;0.87;0.1;0.03;0.07;neutral;True;True;True;False;True;False;False;False;False
1136;86d25506a1;gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!;positive;0.08560925722122192;6.033760200807593e-06;0.9084882736206056;0.005896550137549639;0.9025917234830558;positive;0.08;0.91;0.01;0.9;positive;True;True;True;False;True;False;False;False;False
1137;6d3a38fd86;Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute;neutral;0.22504977881908414;1.5977535440470092e-05;0.13539069890975952;0.6395435333251953;-0.5041528344154358;negative;0.01;0.01;0.98;-0.97;negative;False;False;True;False;False;True;True;False;False
1138;ec88453ee8;lacey is alright though. quite a few gashes, and she keeps her tail between her legs;neutral;0.3837153315544128;0.034922778606414795;0.5685548782348633;0.01280699484050274;0.5557478833943605;positive;0.92;0.07;0.01;0.06000000000000001;neutral;True;False;False;False;False;False;False;True;False
1139;f0db54f5bf;im soo bored...im deffo missing my music channels;negative;0.03873294591903687;9.203256922774016e-05;0.00790579989552498;0.9532692432403564;-0.9453634433448316;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1140;991c2301eb;Decided not to go...I want to see my sweetie  But I can`t.;negative;0.4520874917507172;0.00022621256357524547;0.14796462655067444;0.3997216522693634;-0.25175702571868896;neutral;0.38;0.37;0.25;0.12;neutral;False;False;True;False;False;True;True;False;False
1141;29e4e15fdf;driving past Tattered Cover w/o stopping  promising myself to make time next week.;negative;0.7886337637901306;8.668862392369192e-06;0.20499074459075928;0.006366886664181948;0.19862385792657733;neutral;0.05;0.12;0.83;-0.71;negative;True;False;False;False;False;False;False;True;False
1142;db1eddbe0b;All the money in the world could never make me as happy as being a stay-at-home mom with my son;positive;0.11139097809791564;0.00022494108998216689;0.4499135315418243;0.4384705424308777;0.011442989110946657;positive;0.04;0.09;0.87;-0.78;negative;False;True;False;False;False;False;False;False;True
1143;cd339377b5;nvm, i`ll stop. whatever. see you 5th i guess;neutral;0.25508931279182434;0.00021751050371676683;0.04807814955711365;0.6966150403022766;-0.648536890745163;negative;0.87;0.08;0.05;0.03;neutral;True;False;False;False;False;False;False;True;False
1144;34b6e311bd;have to go now by`all <3 see ya later guys  ****;neutral;0.6747514605522156;3.568319880287163e-05;0.1434745043516159;0.1817383319139481;-0.03826382756233215;neutral;0.0;1.0;0.0;1.0;positive;False;True;False;False;False;False;False;False;True
1145;b732365aec;Still unbelievably shocked about the firing of THE best radio personality, Martin Streek;negative;0.2886515557765961;2.1917006961302832e-05;0.07568966597318649;0.6356368064880371;-0.5599471405148506;negative;0.0;0.43;0.57;-0.13999999999999996;negative;True;True;True;False;True;False;False;False;False
1146;983b7ba96d;Had fried oreos downtown vegas, went to the park with her cousins. BEST DAY EVERRRR.  Happy mommy`s day!;positive;0.004107002168893814;8.250049177149776e-07;0.9956349730491638;0.0002572262601461261;0.9953777467890176;positive;0.18;0.81;0.01;0.8;positive;True;True;True;False;True;False;False;False;False
1147;1e8fe80d40; I made my parents add u guys on the family myspace...they were impressed by the song.;positive;0.0008753023575991392;6.16920146967459e-07;0.998866319656372;0.00025779815041460097;0.9986085215059576;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1148;2a708c3485;had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!;positive;0.002241929760202765;1.5143209566303997e-06;0.997702181339264;5.436815627035685e-05;0.9976478131829936;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1149;5b32effb51;well i`m gonna go now.  goodbye all.;neutral;0.3908198177814484;0.0005042192060500382;0.2209930568933487;0.3876828849315643;-0.16668982803821564;neutral;0.53;0.41;0.06;0.35;neutral;True;True;True;False;True;False;False;False;False
1150;28e1433f82; Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho;neutral;0.1159861460328102;4.467088729143143e-05;0.05573257803916931;0.8282365798950195;-0.7725040018558502;negative;0.77;0.1;0.13;-0.03;neutral;True;False;False;False;False;False;False;True;False
1151;6c5103a4c5;just woke up, having coffee, listening to Music, reading RSS...Sunday feels great;positive;0.021634932607412338;4.996691495762207e-05;0.9773853421211244;0.0009298123186454176;0.9764555298024788;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
1152;394d7dfb80;Dear Mikey Robins: nah, you`ve heard it all before;neutral;0.9414345026016236;1.1977587064393449e-06;0.056235231459140785;0.0023289895616471767;0.0539062418974936;neutral;0.89;0.08;0.03;0.05;neutral;True;True;True;False;True;False;False;False;False
1153;670b6eef13;happy mother`s day to your moms;positive;0.017030717805027958;5.799144673801492e-06;0.982778012752533;0.00018549397645983845;0.9825925187760732;positive;0.58;0.41;0.01;0.4;neutral;False;True;False;False;False;False;False;False;True
1154;4691fdfad6;May the 4th be with you all;positive;0.23419523239135745;2.529629000491696e-06;0.7600114345550537;0.005790809635072946;0.7542206249199808;positive;0.94;0.05;0.01;0.04;neutral;False;True;False;False;False;False;False;False;True
1155;35cace50bf;back at work  its too warm to be in here today!!!;negative;0.04079466685652733;1.7161268260679208e-05;0.05581260845065117;0.9033756256103516;-0.8475630171597004;negative;0.79;0.05;0.16;-0.11;neutral;False;True;False;False;False;False;False;False;True
1156;dea885bbc2;Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!;neutral;0.05441280826926232;6.365220997395228e-06;0.0634835809469223;0.8820972442626953;-0.818613663315773;negative;0.68;0.04;0.28;-0.24;neutral;True;False;False;False;False;False;False;True;False
1157;d5c65f263f;PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr;neutral;0.28761017322540283;5.392669663706329e-06;0.7111258506774902;0.0012585276272147894;0.7098673230502754;positive;0.94;0.04;0.02;0.02;neutral;True;False;False;False;False;False;False;True;False
1158;c934b415f3;Math class ugh.  Rather be a class act.  **** quiz   gotta act fast;negative;0.13222472369670868;9.451230653212407e-06;0.0013123750686645508;0.8664534687995911;-0.8651410937309265;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
1159;6f7045152e;just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it;positive;0.001276513678021729;1.9954963136115108e-05;0.9982545971870422;0.0004488154372666031;0.9978057817497756;positive;0.0;0.99;0.01;0.98;positive;True;True;True;False;True;False;False;False;False
1160;ec2ace4113;Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable;positive;0.17582888901233673;3.491539973765612e-05;0.5149784684181213;0.3091576993465424;0.20582076907157895;positive;0.24;0.48;0.28;0.2;mixed;False;True;False;False;False;False;False;False;True
