;textID;text;sentiment
1020;55d9a5268e; I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky;0
1021;15e6e63fcc; that`s so weird seeing your MySpace page without me there! Had to delete my page though.;2
1022;9dbbf83cc8;in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs;0
1023;35327bcf92;_JayR oh, i know how budgeting is.;1
1026;8022534fc2; Thankyou, yes. Off to a pre-wedding party now.;0
1028;afcb6fb1e4;Out with Audrey;1
1030;c251de9d23;urban think fail. chai latte is not good there;2
1031;e9928f28d1;: what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.;0
1032;2b0eeec3d3; Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****;0
1033;c262136842; A group of people naked  woooh;1
1036;5215109d35; make a prank call for me;1
1038;dbc02fbb6f;I really wish i would hear from josh;1
1040;964dc3d4fb;So, what are you all doing? I`m eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.;0
1041;6193b1aa9e; cold & raining in inglewood;1
1045;2f72905dbd;Its 1:11am and both my girls are still up! .. im so tired ..;2
1047;98c6feaee3; you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!;2
1049;c5aeb8a5b0; the happiest place on earth  j`adore;0
1050;9a76a62744;waiting to be picked up. We`re off to aston this morning;1
1051;160236c81a; Aww nice;0
1055;a211d4f5a2;When r these **** exams ever gone b over and done with?  i wanna b out in the sun;1
1056;1dea9f86e1;Now english academy;1
1057;2e175d6a05;on my way to driver`s training;1
1058;b15b4b550b; Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place;0
1060;f914309bd5;must be time to go home - yes indeedy;0
1061;d16a599d1d; oh no fair.... thats in 9 hours;2
1062;b7c3e1798e; then i kill Bradies gf and have Bradie;2
1063;bbfd81fb40;Soon my new job starts  I`m so happy!;0
1064;0194327888;just got back from the BBQ, i got sunburn on my legs, well sore;2
1065;3f8a34153b; thank you;0
1067;a09695ea80;on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah;1
1069;535bd2fe9b;i had a new friend who called himself shame.;1
1071;3dec28069e; i know  but the weather`s clearing and suppose to be nice sat and sun;0
1073;1ea46b2b89;juss boredd, !;1
1074;bbe7ecfac4;BYEEEEE!!!;1
1075;461402680c; mmm but nothing i can do. lucky ive got great friends like u to cheer me up;0
1077;8fdb246b51;_longman yes i am.  but she didn`t follow me;1
1079;2d66a37374; she still got it going on!;1
1080;44ae243052;_Nessiah Yeah I will  In fifteen minutes or so.;1
1083;7e46b70d4c;That was a fun show. Grabbing a bite to eat now.;0
1086;0f525a5629;  thanks  I`m holding my mini laser light thingy lol. How are u?;0
1087;a12591f04b;Off for a bit of a motorcycle trip today!;1
1088;22ff30c41e;Aww chamber callbacks... Soo emotional;0
1089;4c72374608; Good luck.. I have still to get wireless working post IT6;0
1090;9b67b05a3e; heey  your awsome. god bless.;0
1091;bb8d6194fa; I can give you the contact of the person who makes those cheesecakes!;1
1092;7e843d7249;THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.;1
1093;f90f887354;Good Monday morning to everyone- Hope everyone`s week is off to a successful start;0
1094;d953042861; we watched that one day in the middle of playing-- it REALLY doesn`t hold up;2
1095;8aee050b4c;The 'shhh..' stuff is finally all done!;0
1097;fc07138564; Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!;0
1099;173e65b71a; muhaha martha <33 have fun see uu next mnth;0
1100;98e022a28f;I also concede to my first Twitter grammar fail.;2
1101;88f94f7539; No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well;2
1104;d5233b3fc4; I`m good.;0
1105;7d59c522ee; noooo! Little piggies.  i`ll vote anyway, hmpf. We need to hang out soon pls. :hugs!:;0
1106;2cda6ae11f;Gettin my cardio on right now. Walkin to the train station awww I so miss the gym;0
1108;f1ffdf3d99;The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-;0
1109;9ff15d5ccf; that sucks!;2
1110;1a5cb0fe6f;Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.;0
1111;8291ccf502;workin at la bootay... wheres the warm weather at???;1
1113;5b79166c70; waaa you too;1
1114;05f31579f2;is stressin h-core. and is supposed to be cleaning her room. and feels like ****.;1
1115;bf66b4acaa;_Kookie girl,rain is my song forrealll!!!;0
1117;b6ad9e9b07; will you be posting a pic of you H suit?? Pretty please?;1
1118;8f6133751f;Rose City Sirens were uber cool last night!  Wish I could have stayed longer;0
1119;313fc09dd5; Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!);1
1121;c172ff7e6b;  ahhhh it won`t let me watch the video on my phone;2
1122;28d618869c;it`s gloomy outside;2
1124;6635f4080d; i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.;2
1125;4c7465d015;_Hayward go two way mirrors;1
1126;6fbb1a4b64;That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!;0
1128;4f6b25d5af;Back from brunch. Hopefully I lured two more friends here.;1
1129;fd026198ea;i love his nose kisses;0
1130;2f3ff51870;yeah.... and im gonna take ur picture off my ipod baby..;1
1131;84bcf86d43;up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF;0
1135;a68443a78b; This year;1
1136;86d25506a1;gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!;0
1137;6d3a38fd86;Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute;2
1138;ec88453ee8;lacey is alright though. quite a few gashes, and she keeps her tail between her legs;1
1139;f0db54f5bf;im soo bored...im deffo missing my music channels;2
1140;991c2301eb;Decided not to go...I want to see my sweetie  But I can`t.;1
1143;cd339377b5;nvm, i`ll stop. whatever. see you 5th i guess;1
1145;b732365aec;Still unbelievably shocked about the firing of THE best radio personality, Martin Streek;2
1146;983b7ba96d;Had fried oreos downtown vegas, went to the park with her cousins. BEST DAY EVERRRR.  Happy mommy`s day!;0
1147;1e8fe80d40; I made my parents add u guys on the family myspace...they were impressed by the song.;0
1148;2a708c3485;had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!;0
1149;5b32effb51;well i`m gonna go now.  goodbye all.;1
1150;28e1433f82; Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho;1
1151;6c5103a4c5;just woke up, having coffee, listening to Music, reading RSS...Sunday feels great;0
1152;394d7dfb80;Dear Mikey Robins: nah, you`ve heard it all before;1
1153;670b6eef13;happy mother`s day to your moms;1
1154;4691fdfad6;May the 4th be with you all;1
1155;35cace50bf;back at work  its too warm to be in here today!!!;1
1156;dea885bbc2;Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!;1
1157;d5c65f263f;PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr;1
1158;c934b415f3;Math class ugh.  Rather be a class act.  **** quiz   gotta act fast;2
1159;6f7045152e;just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it;0
1161;7e1757d4f0;Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!;2
1162;34190588e5;yoga for school, what could be better?;1
1163;37f6bd5ac5; Let me know how that turns out!!;1
1164;89ab1260ae;Sitting at the Audi Joburg fashion week casting. So many lanky people in one place! Almost 100. Lol. Good luck to everyone  ****;0
1165;fbad0532c4;my birthday chicken  http://bit.ly/whbuv;0
1168;082abf7f5a;Aw .. the grillz in my background look like plaque ..;1
1169;380a4cb55c;  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & beer;1
1170;035954f564; just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track;0
1172;0f5fc32d1d;RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!;2
1173;2b05e8634e; I think they are disgusting;2
1174;07324d05c0;and now its raining;1
1175;560f8abb1c;Finally i have finished my tec recipe card and i feel somewhat accomplished;0
1177;8106d4c6fa;        _beckett Thanks so much !;0
1179;6bd9ddc994;_B if you`re in leeds you can have one from me;1
1180;4e655f178c;Dude my butt itches  but i cant scratch it cause ppl r here;2
1181;3e31b98ce2; I know it`s just a sprain. It`s a repetitive injury for me.;2
1182;b1b7d7ccb8; Having an awesome day? You should... I expect as much out of you  #awesomeupdater;0
1185;07e5f9e7b7; it`s called a telephone. I know it`s new technology, but it`s the way forward!;1
1186;f7bdb8264b;Going to get some strawberries for the champagne tonight!;1
1187;4b14c1d212;Cleaning time soon;1
1188;fafa5fa40f; I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!;1
1189;a4976198c4; gotta play `Off the Wall` first tho;1
1190;9c95541d32;I wish I was in dallas with the kiddnation family;1
1191;1f46b69ece; If you mention this twitter group to your followers I would be very grateful;0
1192;6e4e32db82;im sosososo sad, i should be seeing cory lamb in a few hours  i love that kid.;1
1193;8c1c82caca;A Happy Mother`s Day to all moms and soon to be mom`s out there.;1
1194;979d46a2d4; again your fault  i didnt make u leave;2
1195;2710e4777f;Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.;2
1196;31dbee3a36;Up was pretty good. It was kind of depressing though;1
1197;5dbe4cae20; awww hes too cute!!wish i could`ve gone;0
1198;6fb42d0a8e; Every time I have Friday off. Sadly, that`s not too often;2
1199;e8693f9516;I will not be late.  I will not be late.  I will not be late.;1
1200;6fd2aff430;will just take a bath;1
1202;5c32a89f16;my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august;2
1203;9db37bb7d1;I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!;0
1204;412296c6c4;I`m in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj;1
1206;422c0fdafe;so so tired..;2
1207;569fceca58;My stomach effing hurts. Sadly there`ll be no gym class this afternoon;2
1208;ef77fa3f54; wish we could have surprised them and gone to H, but just couldn`t work it out.;2
1209;662a988688; but lorraine kelly is a sexy mama!;0
1210;8eaa91229a; Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it);1
1212;0a7ecfa4a8; well, its more the word bat (as in baseball) and **** and then viggo  not bat as in tiny little thing;2
1213;077424e4f4;I seem to have run into a bit of a keychain issue.  User differs on /Library/Keychains/System.keychain, should be 501, owner is 0;1
1214;7b777450e4; ok, so I`m replying!  happy mothers day, indeed!;0
1215;64e0b7a578; was it for the vma`s? i guess so.. also wanna go to london in june for demi lovato concert, but no one`s going with me;1
1216;1e98701818;I will miss my City when we leave...priciness, pollution, panhandlers and all;2
1217;76a2ce518f;Make your own Google search page with your name   http://tinyurl.com/c4237j;1
1218;54db4251c7;trying to get used to twitter, i have a cold;1
1219;223ee8eb20; I`m sleeping on the wooden couch tonight!;1
1220;be15f78d10; Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!;0
1221;d90d309eb2; That`s the problem. The earphones I get here don`t last more than 2 months, no matter what brand or price.;2
1222;6398edc9df; http://twitpic.com/5wb0k - what a mess. we`re missing the bra strap.;2
1223;cf888f0df3;I`m taking a twitter break. Cell is dying;2
1224;f53ae68259;_rabbit_ I have been begining to think you are showing signs of becoming a sped haha  Love ya!;0
1225;1e9e9dd031;The horoscopes website I use has all changed around  I like it!;1
1227;cd47f3ef1b; Very excited as we have just booked tickets to Vegas (we live in the UK) can`t believe the  price of the show tickets;0
1228;c8b25bc79f; Something like that!;1
1229;59e3ebdcb5; I`m just a couple bus stops away from an LC, but I didn`t realize that until about a month or so ago;1
1230;bf5648f449;I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen;0
1231;e597634168; morning romina.;1
1232;121fabafd5;FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!;2
1234;e01e3b75a8;typical Google Docs is down  oh well open Pages;1
1235;65ffd159b2; Thanks for the support;0
1236;1a3a13d44d; why??;1
1237;ffd9503b5c;starting tm alex and i are doing a whole week of no going out and spending money that we dont have.;1
1239;a9d6916903;Got really sick today  text me later. Nap time;2
1240;f51b8cdb82; well donkey has his own appeal, for sure.;1
1241;2d16f3c07c; Thanks! and to you as well!;0
1242;78dcea89e3;_sweetye I hope so;0
1243;e3976f09b1;work work work!;0
1244;16947b5a23;happy all my studying and all nighters payed off;0
1245;daf57be394;rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together;0
1247;be285863ca; yes LOL that`s good one .remeber that bottoms are always the top .;0
1248;09f6e21fa6; - I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm;1
1249;5ea2dc2ec0; you can still stay if you want to!;1
1251;09a8f32651;I can`t keep it;1
1252;421d22b5e1;no eggs today ... shame was looking forward to a egg and bacon sandwich;2
1254;6531e60a4b;is sad that shin ae got married...and it wasn`t to alex;2
1256;c2b525f0a2;I can safely say I won`t be a euro winner this week!!;0
1258;e36de5fcf6;Guy coming to see my car is late;1
1260;14fc4a0f75; Thanks for finding me!  Have a wonderful evening!;0
1261;3bec805110;The pool is just not fun without Tim in it...;2
1262;a435e058ae; srry can`t go paintballing tonight  and there are no good movies out;2
1263;dca6000c38; great!!  i`ve gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!;0
1264;135adbcd50;I`m a little hungry, a nice bowl of spicy lentil soup should fill the gap;0
1265;08cd174cde; I wasn`t near him.;1
1266;f77d30ca96; demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it;0
1267;4a0fdcd770;i was too slow to get $1 Up tix;2
1270;e05668719a; i feel u  but its sooo close to me hard not to  but i cant so no point ugh;2
1271;333ee8dd78; Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses;2
1273;36a699ffeb;The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.;0
1274;dda1d7a9e3;in class sick and hungry;1
1275;137748f144;BIG NEWS?! But I don`t know if I can share it.;1
1276;bc0e5470c3;To lose this gut lol no seriously i have gained a lil and im not liking how it looks.;2
1277;4407e6bde5;end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag;0
1279;2b78d670bd; In other words, a perfect run, right?;0
1280;1132b51b1a;Guinness got 2 `new` toys from mom and dads house.  Hooray for free stuff;0
1281;9e9a89a2d7;Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse;1
1282;91bb6abfbc;Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol;0
1283;719a7108ed;Just found out I`ll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife;0
1284;7c314ab340; good luck with the pump!;0
1285;07102bc5bf; if only I had half the drive you had!!!  You are my idol;0
1286;524fbb5c72;" lol, good luck with that ;) love your vid for YBWM";0
1289;6f07fc712c;_lord But that means you`ll leave me alone.;2
1290;ce54016d40; thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.;0
1291;f80f212355; But he got to do it with Effy!;1
1292;c0f1164771; because i stopped today :S wish me luck.....  (had to overload first);2
1294;d79bae1dbd;Is...Sayin Happy Mother`s Day 2 Everyone!!!!!;1
1295;c573f1463f;Night Night Everyone.    HAPPY MOTHERS DAY to all mothers;0
1298;1cb21b7fc1;_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it;0
1299;4853f6086d;Mmm someone come havelunch with me;1
1300;1f3cab50fc;Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!;0
1301;034f2e2104;i am living in ignorance  :@;2
1302;e11a468393; get better omg i still dont believe that i didn`tgot a picture with you  it`s soo sad, i don`t now when i`m gonna see u again;1
1303;8bd851f311;#justcause Summer Hours say our day ends at 1pm...doesn`t mean I really get to leave at 1.;1
1304;47990d2312;BRAINFREEZE;1
1305;8bddc66769;I`m bored at work;2
1306;99135f8385;No clubbing for me this weekend due to a busted knee  <emo>Life`s unfair</emo>;2
1307;7f3271c2c6;Just downloaded parnoid;1
1308;e344ff28b1; Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual;0
1309;f54d282e5a;nooooooo  sue is retiring  no no no no!;1
1310;23702ded88;time to get ready for work;1
1311;de7caaec77;mrskutcher & aplusk you two are to funny!;0
1312;a27f7380cb;Every element in the DOM with children is a single parent;1
1313;cae29fbc4b;  no FF tweet for me?;1
1315;6107b11106;needs somewhere to go...its still lush out + i want to be back out in it;1
1317;14909b38c3;My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??;1
1318;57c71184d0;....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge;1
1319;72b3ed90f8;Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!;0
1320;08bd94ccad; ME TOO UGH;2
1321;4f16f25451;Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad;2
1322;d22d306a22;  hey!! how are you??? you found me;1
1323;b31ee23c1c;Daddy just left.................without me  http://yfrog.com/13pdrmj;1
1324;1d650bb586; You`ll be waiting a loooong time;1
1325;a279d174ac;Eating a bagel  yummy;0
1327;a01e5d1ddf;it`s beeen onee year;1
1329;25ffb64d28;Is having a darts party with the parentals, my neighbor, and !;1
1330;a614fc10f5; {{{HUGS}}} Okay, just making sure!;1
1331;fdc2a4ae3d;I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x;2
1333;8a24c189a8;Is leaving Utah today  Super Sad Face;2
1335;bc622fca58; She must have a very adwancrd sense of humor!  That`s funny;0
1336;7aa9e70c18;My brother is planning on moving to vietnam and staying there forever..;1
1337;742787b1f0;Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.;0
1338;77a183021d; i miss you too;1
1339;bfcd756513;Its good to have an old friend at ur new job. Another good day at work. Paycheck day will be even better;0
1340;7fbb195ca0; no email?   just kidding, it can wait filling out form now... seriously.;1
1342;945393c76f;NGH episode 28 is out! check it out!;1
1343;d4a80999ef; Thank you for that!  I know it.;0
1345;a02abc9bef;Just realized you can get arrested for public disturbance. oh well i`ll take my chances.;2
1346;efa60e6aaf;all these follow fridays make me feel really unpopular;2
1347;7919f4e984;ahh I hate being sick  Watching atonement! and sleeping;2
1348;ca669fe985; i need 2 b getting 2 sleep 4 the night. Have a good sunday;0
1349;3bcb4960ca;Sometimes I wish I was a warden;1
1350;60e5d83b73;I am back from the best party ever;0
1351;3d40ab0786;praying the rosary with my family!;0
1352;ef65c447ee;Is upset that he didn`t get his 24 fix tonight;2
1353;58804bf427; My camera is brokennn;1
1354;fa107f1cf6; But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o;2
1357;f8de71cce2;iï¿½m boring - bad weather today, watchingn alias and having fun  with my boyfriend;1
1358;caa8d94c9a;i feel really sick, and my teeth still hurt.  fml.;2
1361;19e66b7b96;Going out to down town with a friend, long time haven`t seen him...OKOK.. i am feeling fresh again;0
1362;5981ffab60; who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...;2
1363;145e86a694;Waiting at the car wash to see what they say about Amara.;1
1364;46d631c295; i hate it;2
1365;8de5a13ea2;There are wonderful people in my life who I think I can handle only in small doses  & there is just 1 I cud be with every hour, everyday.;0
1366;c9a0420da8; My cats enjoy the sunbeams from the open windows.  I think that counts.;0
1367;b5e6c1f21f; I`m the heir to the over draft;1
1368;9fe28061a7; ik, i feel sooo bad for them;2
1369;61c26f57a8; I gave you a big mention on The GodTalk Radio show last night....last segment of the first hour. Podcast format avail soon;1
1370;1555aee6cb;The nocturnal serendipity... Kashmir is an important means to that end...;1
1372;9bb76a4d24;Good Morning everyone! Enjoy your day! Thinking of all my tweet friends;0
1373;25c40091ea; My eyes are starting to hurt! It`s getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?;1
1374;ae2f20ed25;    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!;0
1376;fb2710ea73;still on the train goin 2 the southside!;1
1378;c8c3ef8aaf;" u don`t love me  no follow..how was your night? ;-)";2
1380;a7b0df1c27;I`m likable after all HAHAHAHAHAHAHA! Still over the moon;0
1382;50dca3ae2a; yum, yum.  I love quesadillas....and wallpaper for that matter tooo;0
1383;829e2b094d;It`s pissing me off and not letting me follow ericka;2
1384;e74a24c3a1; ouch  does picking your nose count?;1
1385;42c51af9ad;yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???;0
1387;d95d87d5bf;_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?;1
1388;126ade42b8; oh that`s cool   Thanks!!;0
1389;551351725d;_beckwith it cant be that good if your twittering instead of watching it  ****;1
1391;03f9f6f798;I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow;2
1392;657d37972a;Thanks to my assignment im off to work today!;0
1393;d266b59ed2;3,144 words later, it`s bedtime;1
1394;3de7a2f5fe;Trip to DC next week canceled.  So, no Artomatic or beer with .;2
1395;6f93fe06ce; no not that expensive  windows or linux;0
1396;c4aafdb23b; Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !;0
1398;4ab133ebad; well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully;1
1399;bb6b6968a5;back on the twit. much hw`s to do... will post something interesting when i think of it;1
1400;0b1abd00c2;I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com;0
1401;a18f27e309;ready for a day full of His presence  i`m expecting the best!;0
1402;2d0804d041;has just come back from horse riding, what a brilliant day;0
1403;514f235153; We don`t have either of those here.;1
1405;3a3a1e1f1e; heeeey good luck for unair sweet!;0
1406;19d585c61b;My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year;2
1407;c709b6fc20; Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria;0
1408;3f055b7003;it`s Friday here in Chicago...and I`m stuck @ home AGH I`M BORED!!! grr!;2
1409;b5a5da9be4;so wanted to go to the Basshunter concert tonight.  so so so wanted to.;1
1411;4191b19b71; i was at the outlets too;1
1413;8583448ab3;Haha how exciting  wat does it look like?!;0
1416;19b7fd49bd;_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.;2
1418;ff5673deb0;At work... supposed to be a day off but too much work to get done for PLM World... sigh;2
1419;32ed03e46d;Eating a dillybar from DQ! Yuuum;1
1422;55badc45dc; work outside;1
1423;f397eb8b73;the sun is out, can you believe it;1
1424;4349a49444; the end when they sing this is me and when they sing play my music;0
1427;a8ce81e642; So stinkin` adorable!  I want to come check out the studio;0
1429;44cecbb529;Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOh;2
1431;189c34484e; I hate doing em, but get dragged here by ... at least it`s a beautiful day;1
1432;99ce4e68b9;ohhhh, how sad...I didnï¿½t get it!;2
1433;4a0146e1e6; I`m guessing the belt thing is a no-go since I didn`t hear back..Sorry  Stop by this weekend, we`ll talk bout the ring, etc.;2
1434;7339b184c5; Thanks Heather, glad you like the dish;0
1435;6732a69187;.  Will have to try.  Our Pei Wei closed so I can`t try there.;1
1436;a7d4758b6b; just nothing perfect in life, darn it!;2
1441;4d180a3b36;band recommended by Steph --> PARAMORE! who else? a great band, consists of->Hayley Williams,Josh Farro,Zac Farro,Jeremy Davis  best band!;0
1442;70a246040e; Search for 'Asos coupons' in Google  Plenty to choose from;1
1443;cecd8f1042;   good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him;0
1444;7907ced082; I like the last part in your methodology.;0
1445;a28a3e7b86;we don`t need no education;1
1446;642726107c; - redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola;1
1447;0f1b3f7caa;'i wanna go to prom one day   'i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy;0
1448;c42982a22d;I saw amazing heeels. But they were too big;1
1450;aea731ccd1; Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together;0
1451;a168d9d822; ugh... I know the economy is depressing...;2
1453;7325265617; Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.;1
1454;5237f98883;Happy Mother`s Day Mom! I love You!;0
1455;84a6ac52b2;dissapointed in every way....confused... and damaged by the ugly love bug;2
1456;74e9f8da6b;I think I should hire one of those tranlsators.. because no one ever understands me....;1
1457;c5bed42662;I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight;2
1458;32cd6a57a0;Happy Mother`s Day to all the American mamas!;0
1459;8445c3248d;Tryin to upload a new pic but this **** says its too big;2
1461;5c879c9f2c;last night in newport;1
1463;59c0bf2096;Two more loads and the moving crew`s done! Started at 7am and i`m done for the day! Too bad the ac doesn`t work in my new place  oh life!;2
1464;3fe390dcc1; lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.;0
1465;553e658d75; lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!;0
1466;21ace14664;last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!;2
1467;142f9472fc;Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha;0
1468;28d3a8aef0;One lactose pill is not enough for coffee....oopse;2
1470;b99970e268; ooc: thanks! Ugh...what a bad, bad day I`ve had. **** .;1
1471;c16ef9fda5; thankfully, no  why are you still up??;1
1472;fd7550eea1;Not excited of blowing out another candle today... [as when I was a kid!];2
1474;4c6a0e0e82;New pickkshaa! If it`s really big then it looks MILKY!  YAAAY!;0
1475;0569c90a22; Hi Serena just want to say good luck in Madrid and Paris this month;0
1476;615516cf89;is now following Chester Bennington, awesome!;0
1477;9a28a236b8;Twitter is officially the BEST way to advertise something.;0
1479;a916639e42;really want to see JB3D.. cant wait for thursday;0
1480;3a98977b6d;_Thomas ahhhh probably will...not good  u been Dubai before??;2
1482;37c9db3923;New top!  http://tinyurl.com/cyd3pp;1
1483;cadc4713d8; I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!;1
1484;dcca11255e;i just saw a pony that used to live in front of my house again. he`s developed cushing`s disease tho;1
1486;bf7473b12d; haha better drunken tweeting you mean?;2
1488;4bfc600740; hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik;0
1489;21cc0b687a;becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...;2
1490;7456222d09;just bought 6 new movies;1
1492;60f43efdf6; Sweeny Todd is an awesome movie, the best;0
1494;d081503cff;_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol;0
1495;b7942e0495;good morning work this morning gutted lol nevermind;1
1496;2e3984e266; she can rock a guy`s world at night, then make him pancakes the next morning!;1
1497;09f6a273f5;   sending you love on mother`s day and wishing you more happiness in the days ahead!;0
1498;1a97bf0e6c;Made a seamless connection to Toro Toro Quebec Two.;0
1499;19526ac03e;tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it;1
1500;c6f4db3b3e;SNL w/ Justin Timberlake;1
1501;b52ae6f641; doing research in the library (the building next to that one) will help explain. and not just reading;1
1502;8da6a35478;My eyes hurt;2
