,textID,text,sentiment
24609,eca513ce47,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too",positive
14659,98ed3426fc,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,neutral
13360,ee20c2fdbe, Hehe,positive
9980,3159e5f607, i can`t i can`t i can`t  i`m sad.... i`m from venezuela!,negative
24969,21e68a52a4,I dont know where to get my hair cut!,neutral
10755,9ebf0fdde7, how about a new article on finding your YouTube channel stats in your Google Analytics account? Can`t find it,neutral
12460,a7742bc5fa,out shopping....,neutral
16192,45ce5a239e,workout stunk...no headphones.,neutral
8097,27346e6829,Happy Mothers Day!  Love your Mom...,positive
24204,95c439d73d, Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,positive
26854,a907e85507,when can i ever do a barre chord???,neutral
5222,e9eeef35ac, Thanks!,positive
17590,766856bb43,  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...,positive
24483,8a0c00959f,got an A in english again  yay..  but a D- in maths,neutral
17279,15f77d2bff,It`s a sad day when Christian Lacroix has to file for bankruptcy,negative
18358,8ce165131f, my sentiments exactly,neutral
5746,9acb99731a,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,positive
22674,cb102e0979,HAPPY MOTHER`S DAYYY!,positive
6261,b056ec3a6f,"  hey y`all, we are waiting for final edits on our cover of 'sombody`s baby.'  can`t wait for some input",neutral
10637,5d032ba2c6,"dont look at my toes... put shoes on, then painted big toe!",neutral
9522,de48530f23,Waiting on laundry to finish so I can go HOME. Think I`ll do my nails while I wait,neutral
368,f38f53fbde,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral
13176,f96c93fce6, I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?,negative
10160,0810fd23e2,_STYLE  I like it,positive
15304,2d6e96cb85,No more Wiffleball..  ****.,negative
23415,0dac65e546," arnold, california.  aka the best place ever...wish you could come with!!!",positive
24126,52a34843de,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",positive
6903,d4099e92e6,Thai food with Natalie. She loves this stuff. That makes me smile.,positive
24529,fb6da9be32,Ooooh Kay! Its time for me to stop twitterin and get going...,neutral
23231,05ab380c70,I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*,negative
25653,0c558f481b,":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",neutral
17572,9ab1cec0d4,"Ah, finally at home in my comfy bed. Goodnight",positive
22498,5663ae8e09, story of my life,neutral
17090,77fe13f876,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?,negative
25715,b9ab51bfb9,ugh. i just want things to go back to normal. i miss my best friend,negative
907,f541987e81,The sun is not cool,negative
25148,a54b90ed0a,"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",negative
21192,a8361317b3, i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,neutral
8285,3a09172f7c," Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",positive
26421,6b9c032583, Thanks for making me laugh,positive
13750,15ad28cae9, And what`s your blog entry about?,neutral
5059,07663e7e08,in a bad mood now  annoying when its sunny,negative
10318,d30cc968fe, Would be nice if he did,positive
16969,b47dab7e91,cleaning my room,neutral
19649,b250e64704,"Im going in now, it looks like the sun has gone",neutral
21630,1597144665,Yeah it`s Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,neutral
17574,2035d3e160,"Hey my twitter friends, tho very few!!!!",neutral
12888,8dfe171cfe,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,positive
19354,834a862a0c, I aint got no money to buy any cred to call u  and am in lONDON,neutral
26339,97df67af13,i just found a crack in my baking bowl...milk spilled everywhere,negative
2365,d44a6cf5cd," oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",positive
24300,b61b7c4098," oh ok  good ... now i will jump for joy! M, you just made my day",positive
16937,edb09d9ab2, morning,neutral
15563,2543065d78,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she`ll have returned & I wouldn`t have missed her SO MUCH!",negative
18466,97d0fd65e6,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,negative
18114,e8008ef169," no, sry, didn`t feel well at all. but there`ll be another change I believe  hope FFK09 was fun with lots of inspiring input.",negative
23271,c811396dc2,Layin n bed with a headache  ughhhh...waitin on your call...,negative
25241,c4f7dc6e8b,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,positive
26281,82cd0ad8a2," Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.",negative
12950,eab1c2c64e,  Congratulations...keep us posted on how things go!,positive
27479,ed167662a5, But it was worth it  ****.,positive
9307,eb7ee38dc6, it was just areply on you facebook status that you were a little upset,neutral
19117,9d7a1f4faf, But I got dibs on Sulu...,neutral
15245,6165985faa,_hope why?,neutral
3784,24ae2fcb0b, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,positive
20781,b848f94817," Sorry.  I`m a squirrellist, and I only talk to black or sliver squirrels.",negative
222,ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
17620,0825bd4b5c, Happy Mothersday,positive
10050,c805018327, yup-unfortunately  Took today off work and just slept all day.,negative
8698,700308412c,Happy Mother`s Day to all the mothers out there! Goodnight to everyone else,positive
17515,6776efce43,11:11 make a wish,positive
16358,f8d28ed61d, Ooh really?!! Well you know you`re always welcome!!,positive
5223,f34fef4b9c,_carter the video is private,neutral
1001,5eb0846f97,homework on a friday night...lame,negative
10507,485368aff9,  you don`t love me anymore!,negative
11520,b46c189a18, meh! You should try the one on commercial drive with all the cats,negative
12444,76edbec34b,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
24103,d552770b7b,Wish I was in Chicago.,positive
27217,16e3bfcd31,"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",negative
18729,65ac3414c9,  if you need to talk or vent let me know,neutral
4303,f98758d586, yeah! but too late hun  lol,neutral
15015,289722520f,im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neutral
24912,aa68c1eda3,Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,negative
18448,fe01ae49de,Education doesn`t move forward because we keep repeating our past (sigh),neutral
24679,7e5b8f0e67, hi thanks for following me. u doing much? been a long time since i last chatted to u,positive
11939,be05820002,Too bad the Red Devils.. disappointing to say the least,negative
2668,117041af61, NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,positive
26597,fd8f12280d,happy birthday to ,positive
1960,f9d6dabab7, omgggg!! Hawaii!! That`s amazing!! I wanna live there,positive
15955,1cdb4b136b, So Palin got the new haircut,neutral
12825,44c2f80914, YAY! Busy is good,positive
17538,f28d890560,im going to cardiff today. shopping,neutral
2716,7e785e48c9, good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,positive
18286,12c8735fe6,Tom is back in town,neutral
9224,2cd25bd667,Allergies suck ducks nuts.     <=====8=====>,negative
22585,4c7fec11f6,"getting dressed to go to Granny`s,another day of now twitting",neutral
19749,d70595e011,I miss you guys,negative
14996,51f56b81d6," Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!",positive
26717,e7c2fdcdce," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.",negative
1947,35c7182cb7,hasn`t had time to go on twitter since working full time!,neutral
9865,64c566f57a, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,positive
22063,8d338cca4a, Any tips for someone who has only made it 52 on Flight Control?,neutral
18510,a15507391c,liz just left  aww it was so good to see her.,positive
26003,b7e7e6fcbf,6 freakin days!!  Just a thought...what would I have to look forward to after this?,negative
24693,5dfdc4cbce,trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,negative
22565,7dc90600fd,correction...a hot coco in my NKOTB cup  what a sweety!!!!,positive
12848,824128272c, aw. you level up. haha but just try to manage your money.,neutral
4990,9644dba91a," Wish I`d had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn`t want to risk it",negative
3241,4e87c89496,Happy Mothers Day to all your moms!,positive
23068,fd0a96e573, Thanks! That will be you in October,positive
21755,b78fbfb8bc,can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urgh,negative
26412,29174d967f,'The truth is hiding in your eyes'    Paramore ï¿½ Decode   ? http://blip.fm/~5ytke,neutral
16779,198194e6c7,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I",negative
25306,4bf439f49a,it`s pretty cold outside  today i got another exam...,neutral
15046,cbb03b61b1,_ more than youl ever no ! !! ! !!   ****,neutral
299,20d4300a14," red top tabloids, build em up, knock em down",neutral
5791,3f55331b77,Okay i feel really sick now,negative
9765,008881f5c5,Found out earlier today that I`m going to be an Uncle,positive
16232,91e85bf6fe,It`s my birthday today  Running the mile tomorrow ughh. But then choir concert,neutral
15732,7a132e10d0,Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!,positive
17562,a3df1afdb7,Nothing like Charley Biggs Chicken @ 7:53AM,neutral
8104,52a2a82744,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,negative
22320,5328c72bfd, OMG I`M SOO EXCITED! i`ve been waiting for it ever since i saw the 5th one at midnight the night before!,positive
8282,ea09fd8a70,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,negative
10910,7bd7e711b2, ohhh. hm. I don`t want to screw mine up,neutral
8576,f5dae9250d,"Going on 1,116 days still no new tattoo.",neutral
27404,3b3b89cab2, all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral
8694,b6e3418ebb," I know, but I`m on Rogers and I`m pretty sure they don`t have the same agreement with Twitter.",neutral
1588,a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
16568,0a59335f28,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",positive
1513,1fbce7ad49, you and  are both baitersss  hope tonight is fun!,positive
26866,16a14d51ce,Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous,positive
6661,36c2301831,Ugh worried about my math test,negative
8771,ff07476941, Well....not the Spurs!!!,neutral
10506,9f2c7f864f,finally Mike0hh`s birthday <3 can`t wait to **** ruin it,negative
23478,7a2be11b18,Date Like A Man So You Dont Get Played Like A ****,negative
553,2839a4d1d8,"Stupid jobs, idk what to do.",negative
13912,d188052326, so jealous,negative
12348,cbf6c83aec,"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",neutral
17307,9a130a4bf7, - Jonathan can  you get Priscilla Ahn or Raphael Saadiq on your show - they were fab on the Jools Holland show,positive
13975,16273d9b87,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,positive
20865,2b21cac943,trying to figure this twitter thing out!   I`m quite excited about it,positive
1738,a25c6ba0ea,My attempts at writing tonight seem to be failing.,negative
23776,2a77f2b5ba,A long day with the family.   I`m so tired now.  Had fun!,neutral
2119,a6ad5df0ca,ughhhhhhhhhhhh  :/,negative
23566,8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff",positive
15982,9d8354af23, Many thanks!,positive
24906,c8637c5426, what?! Come as you are!!! But erock just left  bah D:,neutral
13256,e383e75065,My car broke down.   Time to start looking at getting another.  If its not one thing its another.,negative
7258,64b94d097c,Now i cant find him  Gonna be a sleepless night tonight,negative
7858,a6a9c3da9e,check out q100 right now..99.7,neutral
8768,d053fd5269,"Soo tired, couldn`t get enough sleep",negative
17442,78ded86e34,"shall bring his own glass to work from tonight, no more `half half` hor!!",neutral
1608,f2622f9c98,"Nooo, I`m not in love.  I`m just developing a crush. A small one. Heehee.  My second one. Shadduppp.",neutral
7842,92cf0bcb35, i been coolin and **** ya know me,neutral
16223,13faba9a16,5-4-09 what do you think ill be doing tonight,neutral
10889,f3b1420f6e,"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",positive
7805,fe8432ab8d,Spongebob sing a long. Amandas mom gave me and crystal jonas brothers calendars,neutral
19678,4228d4bbce,Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,positive
9245,f014e4ca6e,I need to look at apartments tomorrow,neutral
8808,7270b12184,"? today  and tomorrow at  taipei, anyone  free for drink?  http://plurk.com/p/rpgyy",neutral
18861,af53db2f59,"Hey Oprah just watched the show with Hugh Jackman, I love him too, he is so sexy",positive
8656,6b2afa7423, Lmao i know !! pleaseeee reply  You got any replies yet? :L x,neutral
9533,c6149b7abf,its castiel!!!!  [ the angle ],positive
15844,0fe2f88a9e, Anytime,neutral
16216,d533068baa," BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",positive
6752,d706768cb8,ready to go to Milan  see ya`ll this evening..,neutral
23465,64b1786848,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,negative
12659,da88b3fd82,got FOXY_ a new brew buddy now my kitchen is gonna smell,negative
8629,9ad6823e0f,wishing you all a happy monday and a wonderful start to this week ! Make it a good one,positive
5801,0cd6da4e6a,talking on the phone with someone I`ve missed a lottt.,negative
23927,ae1596d928, Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,positive
16214,4dcf30f88a,_harris  There were way more than two! Ten hours of real-ale takes it out of you,neutral
2684,f3e38785dd,"my girlfriend still likes sesame st, and so do I",positive
16703,97e35f9a82,"Sometimes games are cruel because they`re not real... like last night when I won $128,600 on Wheel of Fortune",negative
14610,e844d51a56,****....game starts in 30 min!!,negative
1360,4d967b142e, Just saw you on TV for the Best Job in the World. Good luck.,positive
505,56d742e6bc,Hates headaches! Maybe I`m not ready to rock,negative
10056,baa04cca3a,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,positive
3943,3698472ab7, my dad just bought me both of these  they`re tricky language tho,neutral
21522,45be0423e4,"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",negative
9567,4591eee62c,back home,neutral
4064,b6e6203678, what?? can`t believe it,negative
20873,b76a815c23, can we trade weather? it`s all gloomy today in la.,negative
3144,b99780d3eb, thanks! You`re the first one to wish me a happy mother`s day,positive
12478,e7ad32a4fc,"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert",neutral
27017,ce8490b99b,boo (but will I listen?),negative
7756,f15c77bd2d,great song  http://bit.ly/evluw,positive
9954,14aaecc740, yes. Yes you will.,neutral
16788,4817f7e516,fell down while holdin kales hand today...I hurt my foot & he bruised his forehead  im such a klutz!,negative
107,40649553ef, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,positive
21312,84dae422cd,Got my new phone - now to program everything since my old one had no memory card like this one,neutral
9588,3de5f8836e,misses  so much,negative
13988,1aa9fbcd6f,"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh",negative
12181,322d489752,sigh....it`s always so sad when you watch the series finale....no more green wing left to watch,negative
21084,29800f35d1,I`ve just realised. I won`t be able to talk to any of you crazy cats on Sunday. Is sad now.,neutral
10262,4a48d57dd1,8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,negative
14609,084f66e87b," hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj",neutral
4543,c9be2ed48a, omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,negative
2261,2a8024e414, boo you didnt answer my text,neutral
14438,f66c71e6f0,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,negative
10560,9f42242938," thankyou sugaaar  btw I`ll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya",positive
10272,229919563a,Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,neutral
24530,81ab50a313,"in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral
19424,1567b3dfe5,"I know it wasn`t going to be there, but I check EZTV for The Office torrent...",neutral
7351,8681be6bf3,"this laptop is going to die, its not working!",negative
19768,1b5d8181c5, Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses,neutral
714,582090d484, This was funny! I have 7.,positive
16428,4019140cb3, Little Louisa is number 3 trying to get number one!  ****,neutral
21583,6fb2d5ce8f,  you have my vote  want to see gino in drag. please post pictures.,neutral
11267,e954512749,Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference,positive
25422,8a60acff0f,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,positive
19507,406f325965,There`s Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu,negative
13276,328c362a0b," ; i think you should come back to brisbane, australia. we loved you here",positive
10763,9deccd1628, hi eric I hope your having a beautiful Saturday,positive
12533,e58a12594f," someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45",neutral
17795,5a552d5214,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",negative
12532,0cf50d7da6,morning everyone! another dat of school,neutral
23738,20c2ecb64f,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",positive
23843,5e7dfb5b07, OMG THAT`S AWESOME. this is the first time ever i`m not seeing it the day it comes out. Demi is taking over my day. haha,positive
15838,6b412b18c5,_eyedea I love last.fm but find it a lot easier (and more content) on spotify  add me on http://last.fm/user/an0key if you like,positive
25548,2f6c8287b9," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",negative
24756,4e45713e38, ISP all sorted i gather?! cheers for the bday wish too,positive
23220,5a18a30b55," Yeah,we say shite alot here. you say it as shiiite,rhyming with light",neutral
2230,9d5407420e,Needs a job BADLY!!!,negative
23170,caaf971d2b,I am using an on-screen keyboard,neutral
8476,43afc1a3c9,I hate watching the News. Why do such awful things happen?,negative
4940,90e7c8da77,"_ Oh ok then, I`ve been there before for a wedding. It was heaps nice there. I`m a big fan of Qld",positive
10407,f0430ad644,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative
23700,72b47d49df,I Sing Everytime,neutral
15437,b6f135b56b,I`m really full and I feel sick,negative
4377,83faa7f07f,  i wlda seen it wit you! dummyhead.,negative
23412,d25fdec21d, starbuck,neutral
27405,3a328cb991,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",neutral
10136,52618f5c42, I see,neutral
25749,caa45036c5,"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",neutral
5929,94c87fecf2,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,neutral
17539,3c8f134034, I want to see 'Too Fast to Transport in 60 seconds',neutral
19018,659fc1dd21, never a relaxing weekend for the allahpundit,negative
11574,9ee7788a10, i had to make sure I was looking at the right game summary...,neutral
2685,1e874e6352,"time always seems to fly when im with wade, its weird; but i like it... a lot!",neutral
332,d723ea3299," doing pretty well, up and wide awake",positive
6568,4e608ac71f,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive
15250,e22769a7d7,Worried for my cousin and her son,negative
14136,ecc496d1fb, dude you didn`t even say bye,negative
24094,25586c623d, beer from japan.  google it,neutral
17205,b117302211, its cool,neutral
6298,fa48e8734d, gimme some ! i wanna try it   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),neutral
6405,39e274d8ea,happy mothers dayy,positive
3077,a0e9f216f2, This is truly enlightening for me,positive
581,1fce3e2d7b, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,neutral
84,4cd390c007,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",negative
15075,603e46a944, trouble is i don`t think any of this is helping my wrists.,negative
12033,756a6abdba," Loved your blog from the MusiCares event, good work",positive
19900,d1c502c42b,Geocaching.com seems to have a huge delay delivering Pocket Queries,negative
11443,b52177ee62,Well school`s finally over and idk but I`m sad  I`ll miss my teachers. Goodbye Mrs R. and Mr. Collister,negative
15922,366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",neutral
6477,8cd4ccab2b,is having headache and colds...,negative
27026,4fe8d469b8,im slowly losing followers one by one.,negative
23694,b27f4185d6,i miss my husband,negative
24189,774df2608a,Yogulicious? another sour sally competitor,neutral
9952,75194b7e8b,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,negative
14103,f9c4aa336c,_Rankin  I know! a whole different meat pie back then,neutral
12765,770c8cb541, pebbles thrown at windows should get *someones* attention,neutral
27070,afee51c825," i`m not sure what stracchino is, but it sounds good.",positive
8315,2f7bdd4c53, I have got my smile,neutral
21433,f2cb5cb67d," hermits, such as myself, like to stay in",neutral
16430,007079b268,Jonas brothers concert  was greaattt,positive
3674,6f4be24d3a, i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,negative
16772,f85be565cb,needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance,neutral
4720,b2706f07b8," **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive
8214,8be6f1a0ea, thanks for FF wink,positive
8100,47ec1b76b7,"  i`ll visit ny `til september, no diggnation for me",neutral
15379,71ddb886f0, it was AMAZING!!! Had the best time  hope you had a good weekend too.,positive
7587,4a7e781a19, haha i love surprises! i don`t work til sunday tho so i have to wait.,positive
13301,5d1568384c, ahh I gtg but pls help me with number 3 I`ll come back later to see what u said  haha plz and thank u,positive
16699,35935a04ac,RB  vi...t.y both  ? http://blip.fm/~5jfu9,neutral
20623,f771a2c384, ya`ll going out without me,neutral
25482,c3a4cd9e7f, Ahh! normally I would jump at that but i`m manning the office solo today,neutral
15746,98a6472d26,NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE,negative
14906,3333672c6e,_beanz **** sorry to hear that tina...,negative
27063,a58dec46f5,just completed button hunt 3,neutral
27171,eaf61e92a4,"I`ve been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.",neutral
14660,000a596b74,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,positive
5233,274e2e84ed, Warren has just died.. hannah has been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),neutral
21927,94d2f19ffd,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,positive
10551,0e31b481b5,sighs. where`s my candy,negative
24547,020bddc57b,"sunny day, sunny outlook",neutral
10107,a37c246f3b,really fun day  gahhh i want my new phone this razr is killin me,neutral
8328,5c3e617f64,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,negative
24088,81e709f406, just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,neutral
18756,ac550dc9c3, that`s why you are visiting alllllll the time next year.. It will never be the same though,neutral
5866,a77b72e2ba,weee! internet is back here at home!,positive
14283,22d7ee60ad, boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral
24934,f19f7d06bf,on our way home,neutral
19896,4fe7d3e77a, I was gonna go for aiden but I had a girl so I went with scarlet,neutral
21753,e05cbce34f, Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,negative
1496,8ae682a99a, vocï¿½ que sumiu forever do msn.,neutral
15403,81215c9453, I was thinking that too this morning. Don`t worry it soon passes,positive
16635,39b583d4b0,Woot. just had my interview! went awsome! I didn`t get to talk with Mr. Johnny thought...  oh well I still did really good!,positive
3899,b7e2fef42e,just called Toyota. Car won`t be ready til 5.,negative
22627,353ec7e3af,finishing washing dishes,neutral
3370,176febd44e, - I will see if there`s a used organ shop there & let you know. But why not just sign up to ejamming.com and rock out!,neutral
12859,63a9b04121,"slightly burnt challah  The proof is in the eatin`, though...",negative
25918,a1f191b535,prepare yourself,neutral
595,167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,positive
21231,a24c1d14d7,http://twitpic.com/67nxe - Yeah..I`m bored XD I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..,negative
19090,576bd9b340,Rough start to my day.  Taking this one off from DON so as not to spread my bad vibes. Hope you all have a great weekend! I`m outty.,neutral
21343,911670511d, at least posada had a good ab,positive
4060,76a83e6c56,has work this afternoon,neutral
2955,8f8f3ed38c,  sitting next to magicmoment,neutral
3020,a3603b45fb,its funny you said we`d never make it and look how far we`ve come....  IM BACK ON HEAHHH!  um. yeah. school :/,positive
21024,9c61ce1836,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
11784,0b04011bfb, can`t believe i wasn`t following you! am now  have an anatomy prac tmw so tonight i`m all about structr of the lwr limb,negative
23577,5dc1aaeac6,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,positive
16653,200d44db72, Wish you were doing one in San Francisco!,neutral
27434,0a43c46417,Really good night,positive
26390,6b9f7a3faf,i need a jb but i dread the fact that it will have to be retail this summer,negative
1497,1f61eecb53,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,neutral
6698,6b04478b4d,"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",positive
4503,03fbd8f6b2,  I wish I had Left 4 Dead. But first I`d need something to play it on...,neutral
962,ae1b6151f2,facebook is being a ****,negative
10773,e8ea30cd58,"OK crowdsourcing failed,",negative
18689,6d3ac05185,"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",positive
140,3e67a75303,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,neutral
25190,325f5384f6,Why doesn`t McDonald`s make PINEAPPLE pies?,neutral
1368,abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
5613,81479b3df0,We`re practicing our blackjack skills. It doesn`t look hopeful.  http://yfrog.com/0l2tsj,negative
24459,2c8f6efd46, I want to SOOOOOOO BAD!!!,neutral
12586,00248197c5, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,negative
20871,8fdfb07e5c,texting,neutral
26481,783d3bfa9c, drag me to hell looks so freakin scary  watch terminator! it was really good.,positive
4132,87253d3346, my bad. I thought you were talking about today,negative
7173,6b556fab83, Good afternoon Jonas Brothers  x,positive
23201,b57b76c800,does not know hot twitter works,neutral
16133,86c8ca8644,SATS  what the its just around the corner.,neutral
16566,bfd637ac45,Has a head cold,neutral
3150,be8d41910b,_avenue Love your website! Wish I lived closer to sample the cupcakey treats,positive
27401,261e064dd4," OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",positive
19986,22ddb05dd3,just got in. I have the best friends,positive
5861,c55ea4efa1,has found that old familiar feeling again.,positive
12966,9eb939eeb8," those cakes sure look good ,,took one if it`s ok with you  ummm good tks",positive
1933,d12e0058a9," july 8th flight gets in, my mate here is on about goin hm early so am all",neutral
13048,69f0d6734c,Friday Night and working,neutral
14483,f19a15c924,Back to reality... boo,negative
