,Unnamed: 0,textID,text,sentiment,norm_obj_score,norm_pos_score,norm_neg_score,norm_final_score,pred_sent
937,10845,0d91c5b0d3, I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,negative,0.0,0.0,1.0,-1.0,negative
938,10802,db36682f23, i bet so,neutral,0.97,0.03,0.0,0.03,neutral
939,6402,5ddd7cb53a,check out this funny movie  http://tinyurl.com/d3qwar,positive,0.04,0.93,0.03,0.9,positive
940,868,ce5dd24a33,I have to reupload the **** thing again,negative,0.83,0.11,0.06,0.05,neutral
941,21085,8d31b4cc44, I am sorry.,negative,0.0,0.0,1.0,-1.0,negative
942,5220,aea9ac9ac6,"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -",neutral,0.97,0.01,0.02,-0.01,neutral
943,23203,c9d73fb0b7,really sick and tired but my body`s resisting rest!,negative,0.0,0.0,1.0,-1.0,negative
944,26651,d921c7e00e," Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",negative,0.09,0.4,0.51,-0.10999999999999999,negative
945,4857,74a18310b2,"All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.",neutral,0.91,0.05,0.04,0.010000000000000002,neutral
946,21668,e01b7f3450,"I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep",neutral,0.13,0.0,0.87,-0.87,negative
947,24432,ffb8ce3021," ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",negative,0.0,0.0,1.0,-1.0,negative
948,21949,301463ca89,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",neutral,0.75,0.02,0.23,-0.21000000000000002,neutral
949,24894,090d6cee04, I didn`t see this until after,neutral,0.09,0.01,0.9,-0.89,negative
950,26833,c02ca1c762," it is very cheeky one, but nice too",neutral,0.0,1.0,0.0,1.0,positive
951,1841,b3230b4cb0, i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you,neutral,0.0,0.99,0.01,0.98,positive
952,7081,cf6ffa7144,time to lie in bed and watch tv,neutral,0.96,0.03,0.01,0.019999999999999997,neutral
953,20289,490c3fca7f,Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,negative,0.0,0.0,1.0,-1.0,negative
954,14932,d7ac3e4041,So guttered that Ruby got eliminated from NZNTM..  I`m all about supporting the locals. Haha. Hosanna better not win..!,neutral,0.15,0.43,0.42,0.010000000000000009,mixed
955,12465,6bba94d225, great show,positive,0.0,1.0,0.0,1.0,positive
956,20852,b91c2995d0,I miss my 8703,negative,0.09,0.79,0.12,0.67,positive
957,13557,407d628039,is cute,positive,0.0,1.0,0.0,1.0,positive
958,16416,6cf8389b4a, The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,positive,0.01,0.99,0.0,0.99,positive
959,17568,23a7bb0d83, Uhhh. Bring it over when you can.  Matthew and Keren have never seen it.,neutral,0.32,0.04,0.64,-0.6,negative
960,7962,0ab4ad43c8,"Oh PW, you done me wrong. The signing time in ur children`s article are all wrong...and no Neil Gaiman?! You tease me.  #bea",negative,0.0,0.0,1.0,-1.0,negative
961,7701,d970190769,_Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,neutral,0.01,0.07,0.92,-0.8500000000000001,negative
962,7058,128f3dc037,"Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42",neutral,0.0,1.0,0.0,1.0,positive
963,25056,baa0a17c15, thank you dearie -- I just followed dome of them on there too!,positive,0.02,0.98,0.0,0.98,positive
964,340,061eb4c0de, I am lost. Please help me find a good home.,negative,0.01,0.49,0.5,-0.010000000000000009,mixed
965,4998,65473dec6e, No. I won`t be back until the 7th,neutral,0.88,0.03,0.09,-0.06,neutral
966,4109,efc487e1cc,Volunteering at Down Syndrome Indiana on Wednesday,neutral,0.59,0.16,0.25,-0.09,neutral
967,15564,84e8a4ddb6, Yeah *fingers crossed*,neutral,0.95,0.02,0.03,-0.009999999999999998,neutral
968,25664,c07427d296," LOL, yeah I do it cuz it just seems that way sometimes don`****",neutral,0.03,0.96,0.01,0.95,positive
969,8002,8a9cc6366b,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them ",negative,0.21,0.74,0.05,0.69,positive
970,12317,b4f735a7a7, not an easy place for me to access   Task-based ux is something I`ve been thinking about. I`d like to hear the criticisms.,neutral,0.01,0.05,0.94,-0.8899999999999999,negative
971,14477,bc51b08e74, where`s the UK love?!,neutral,0.01,0.99,0.0,0.99,positive
972,25900,c3f28c34c6, Awsome thanks Jo...Can`t wait for her to be on  ****,positive,0.0,1.0,0.0,1.0,positive
973,9720,dc5ea5d0b4,feels like **** whenever she lays down. @)(1+-`$#! I hate heartburn & backaches!,negative,0.0,0.0,1.0,-1.0,negative
974,19049,ea69d9e8a6,at home sick,negative,0.0,0.01,0.99,-0.98,negative
975,19893,e4437a4444, I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive,0.94,0.03,0.03,0.0,neutral
976,9531,bf54c43db4,At the dr office for abbie`s second round of shots...,neutral,0.96,0.04,0.0,0.04,neutral
977,3595,3eee471b9f," I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral,0.97,0.02,0.01,0.01,neutral
978,10157,d43c165183,Packing...,neutral,0.81,0.15,0.04,0.10999999999999999,neutral
979,1012,e387419315,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,positive,0.0,1.0,0.0,1.0,positive
980,24907,4d3047f7a1,last full day of vacation,neutral,0.78,0.17,0.05,0.12000000000000001,neutral
981,25013,7b96952a0c,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,neutral,0.0,0.5,0.5,0.0,mixed
982,25336,4cbfc6a9fa,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,positive,0.01,0.87,0.12,0.75,positive
983,24398,cbf79829c3," I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",neutral,0.0,0.0,1.0,-1.0,negative
984,12005,9a87c95e74, gah i forgot about separate bins. maybe this is a bad idea,negative,0.01,0.0,0.99,-0.99,negative
985,14026,c548503bb8,Regrettin some of the decisions I made,negative,0.74,0.13,0.13,0.0,neutral
986,18969,7f8ac5fd76,This herniated disc sucks.  I`m stuck mostly on my back when I could be out riding.,negative,0.0,0.0,1.0,-1.0,negative
987,16040,e741c1ae0f, glad you liked the quote (Integrity...) - it was in one of my more productive moments,positive,0.0,1.0,0.0,1.0,positive
988,9444,152f49ce1c,"Work day 7 of 7,",neutral,0.94,0.03,0.03,0.0,neutral
989,26537,e6b8b92788," I wasn`t  I was with the bf at the time, and am now omw to class. What is this new Kaggra,?",neutral,0.7,0.2,0.1,0.1,neutral
990,6778,0f35590851,"Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.",neutral,0.91,0.03,0.06,-0.03,neutral
991,15050,7f59b000cd,  what`s going on ?,neutral,0.96,0.03,0.01,0.019999999999999997,neutral
992,7939,4a002e7c6b, Maybe JD can help you out there I don`t know though  But I will ask!,neutral,0.01,0.99,0.0,0.99,positive
993,10739,1b730a8fe0,"Im free at last, tomorrow I get to remember what Sundays look like",positive,0.06,0.94,0.0,0.94,positive
994,18624,233dd52089,Sittin at the hospital with isaac cause he hit his head,negative,0.7,0.25,0.05,0.2,neutral
995,15428,abbbcf0e9d,   Oh dear - Boyle is staying ...,neutral,0.04,0.01,0.95,-0.94,negative
996,5316,0c9f40d6b2,"_j 4ever, it was in she`s the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots.",positive,0.28,0.53,0.19,0.34,mixed
997,1296,c01f2329db,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral,0.14,0.21,0.65,-0.44000000000000006,negative
998,13335,c43a87bf6b, What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,neutral,0.69,0.02,0.29,-0.26999999999999996,neutral
999,25532,b617c30b83,****... Why does it take so long to install SBS2008?!,negative,0.9,0.07,0.03,0.04000000000000001,neutral
1000,20879,23b847869b,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.,negative,0.11,0.19,0.7,-0.51,mixed
1001,25327,8adb52d9a1,I am watchinggg the new video of  Its sooo good  Addicted!,positive,0.0,1.0,0.0,1.0,positive
1002,26125,600bcc160d," could do, will the fact that its bank holiday make any difference? lemme check my money situation also",neutral,0.95,0.03,0.02,0.009999999999999998,neutral
1003,2104,6ac418d516,Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,positive,0.01,0.06,0.93,-0.8700000000000001,negative
1004,10693,0167c461c6,headache boo,negative,0.07,0.03,0.9,-0.87,negative
1005,2468,c8dfc591ec," I can`t seem to find it, can you send it to me again please  oh and tag it too lol",negative,0.02,0.96,0.02,0.94,positive
1006,2615,6ed1d3b93d,"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",negative,0.01,0.5,0.49,0.010000000000000009,mixed
1007,5084,d5b70e927f, Really?? I feel special,positive,0.6,0.33,0.07,0.26,neutral
1008,6332,d83a9addd3, Why do you guys use camera angles that make it look like there are only 200 people in the building?,neutral,0.94,0.02,0.04,-0.02,neutral
1009,22080,332d904b14,"Hey Girlie, How are you doing?  ",positive,0.8,0.15,0.05,0.09999999999999999,neutral
1010,19790,7fbbe12db9, i love to read ur little quotes,positive,0.0,1.0,0.0,1.0,positive
1011,17835,ce8cb3ac0b,i`m sick of waking up and feeling exhausted,negative,0.0,0.0,1.0,-1.0,negative
1012,12058,eee7661445,Eating pancakes  What is better than a day off with Stevie-J?,positive,0.01,0.99,0.0,0.99,positive
1013,12813,022157e66f,_Fangirl Won`t let me watch since i`m in the states.  Boo.,negative,0.35,0.03,0.62,-0.59,negative
1014,3516,efde41e70d,", I`d love it if you haven`t had any takers yet",neutral,0.0,1.0,0.0,1.0,positive
1015,8079,e5005cc03c,need to pass the exams,neutral,0.06,0.86,0.08,0.78,positive
1016,17082,9a5c481f8e," Wow, that`s really sweet! I`m assuming this is blog-related.  Thanks so much.",positive,0.0,1.0,0.0,1.0,positive
1017,15626,75c2b2c91f,The weather is so ugly n L.A... It`s really cold,negative,0.0,0.0,1.0,-1.0,negative
1018,1256,aeee8ceff4, maybe one day I can be on your favorite producers list  lol,positive,0.0,1.0,0.0,1.0,positive
1019,14969,1b0aa6e456,i finished all my work!,neutral,0.7,0.27,0.03,0.24000000000000002,neutral
1020,13488,55d9a5268e, I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky,neutral,0.04,0.95,0.01,0.94,positive
1021,11692,15e6e63fcc, that`s so weird seeing your MySpace page without me there! Had to delete my page though.,negative,0.0,0.0,1.0,-1.0,negative
1022,4649,9dbbf83cc8,in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,positive,0.03,0.96,0.01,0.95,positive
1023,2066,35327bcf92,"_JayR oh, i know how budgeting is.",neutral,0.57,0.09,0.34,-0.25,neutral
1024,22192,e632d020c2,haha aww ok now back to bionomial expansion  ugh! joy,negative,0.0,0.55,0.45,0.10000000000000003,mixed
1025,2729,bb2c08bb19,haha I`m bored! I think I`ll go watch a movie  BBL,negative,0.0,0.0,1.0,-1.0,negative
1026,18030,8022534fc2," Thankyou, yes. Off to a pre-wedding party now.",positive,0.36,0.62,0.02,0.6,positive
1027,25186,b3dc5ec553,Got up early did a **** ton now im headed to cherokee park to run  and walk !,neutral,0.24,0.71,0.05,0.6599999999999999,positive
1028,1191,afcb6fb1e4,Out with Audrey,neutral,0.86,0.09,0.05,0.039999999999999994,neutral
1029,11205,d02a53a963,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,neutral,0.03,0.5,0.47,0.030000000000000027,mixed
1030,1918,c251de9d23,urban think fail. chai latte is not good there,negative,0.0,0.0,1.0,-1.0,negative
1031,11319,e9928f28d1,": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",positive,0.0,1.0,0.0,1.0,positive
1032,12717,2b0eeec3d3," Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral,0.0,1.0,0.0,1.0,positive
1033,24025,c262136842, A group of people naked  woooh,neutral,0.77,0.15,0.08,0.06999999999999999,neutral
1034,20467,474707a3d2,my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,negative,0.0,0.5,0.5,0.0,mixed
1035,25271,c89b84685c,"traveling alone makes i meet new people,new circle ..strangers become friends",positive,0.17,0.14,0.69,-0.5499999999999999,negative
1036,4353,5215109d35, make a prank call for me,neutral,0.53,0.05,0.42,-0.37,neutral
1037,17922,c903600ded,Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.,neutral,0.0,0.0,1.0,-1.0,negative
1038,17826,dbc02fbb6f,I really wish i would hear from josh,neutral,0.7,0.28,0.02,0.26,neutral
1039,7549,faae6e2fa3,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",positive,0.17,0.59,0.24,0.35,mixed
1040,4361,964dc3d4fb,"So, what are you all doing? I`m eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",positive,0.0,1.0,0.0,1.0,positive
1041,18087,6193b1aa9e, cold & raining in inglewood,neutral,0.71,0.04,0.25,-0.21,neutral
1042,15751,a9069500b5, Ur welcome,positive,0.06,0.93,0.01,0.92,positive
1043,23818,25bb6325fd,Leaving NOLA today  Counting down the seconds `til I start crying. Love this place so much.,positive,0.0,0.5,0.5,0.0,mixed
1044,5629,f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!,negative,0.46,0.06,0.48,-0.42,negative
1045,26898,2f72905dbd,Its 1:11am and both my girls are still up! .. im so tired ..,negative,0.0,0.0,1.0,-1.0,negative
1046,12567,59958ba890," I know it`s in HD, but Comcast doesn`t have it.",neutral,0.37,0.55,0.08,0.47000000000000003,positive
1047,24788,98c6feaee3, you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,negative,0.03,0.0,0.97,-0.97,negative
1048,17945,63fd0bc986,its 35 now.   ilycecily <3,positive,0.0,1.0,0.0,1.0,positive
1049,13987,c5aeb8a5b0, the happiest place on earth  j`adore,positive,0.0,1.0,0.0,1.0,positive
1050,12130,9a76a62744,waiting to be picked up. We`re off to aston this morning,neutral,0.6,0.21,0.19,0.01999999999999999,neutral
1051,15929,160236c81a, Aww nice,positive,0.0,1.0,0.0,1.0,positive
1052,7147,81a218143d,  _Vincent  @ i missed the party!!!!  i bought wine and everything!!!,negative,0.01,0.02,0.97,-0.95,negative
1053,9968,76bfb9161f, mother is hogging the TV,negative,0.24,0.03,0.73,-0.7,negative
1054,3513,da1b5e86ac,new photo   im hungry...getting off the computer now!,neutral,0.0,0.0,1.0,-1.0,negative
1055,18817,a211d4f5a2,When r these **** exams ever gone b over and done with?  i wanna b out in the sun,negative,0.72,0.21,0.07,0.13999999999999999,neutral
1056,7152,1dea9f86e1,Now english academy,neutral,0.77,0.18,0.05,0.13,neutral
1057,4319,2e175d6a05,on my way to driver`s training,neutral,0.62,0.36,0.02,0.33999999999999997,neutral
1058,16200,b15b4b550b," Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",positive,0.0,1.0,0.0,1.0,positive
1059,544,150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative,0.21,0.3,0.49,-0.19,mixed
1060,25288,f914309bd5,must be time to go home - yes indeedy,neutral,0.44,0.54,0.02,0.52,positive
1061,2335,d16a599d1d, oh no fair.... thats in 9 hours,negative,0.05,0.01,0.94,-0.9299999999999999,negative
1062,25202,b7c3e1798e, then i kill Bradies gf and have Bradie,negative,0.0,0.0,1.0,-1.0,negative
1063,21120,bbfd81fb40,Soon my new job starts  I`m so happy!,positive,0.0,1.0,0.0,1.0,positive
1064,15108,0194327888,"just got back from the BBQ, i got sunburn on my legs, well sore",negative,0.0,0.0,1.0,-1.0,negative
1065,3274,3f8a34153b, thank you,positive,0.01,0.99,0.0,0.99,positive
1066,22402,c250d1c6c0,went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P,neutral,0.03,0.96,0.01,0.95,positive
1067,4006,a09695ea80,on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,negative,0.2,0.43,0.37,0.06,mixed
1068,7862,95b6529e49," - I`m hoping these pills will do something, cuz I`m gonna go nuts",positive,0.07,0.87,0.06,0.81,positive
1069,22445,535bd2fe9b,i had a new friend who called himself shame.,negative,0.03,0.0,0.97,-0.97,negative
1070,8669,a44c82eddd, peep this remix from 'The Wu Dynasty' remix tape its delayed but this will give u a idea,negative,0.02,0.01,0.97,-0.96,negative
1071,5101,3dec28069e, i know  but the weather`s clearing and suppose to be nice sat and sun,positive,0.01,0.99,0.0,0.99,positive
1072,22581,4fe8ecbb6d,Happy Star Wars Day!,positive,0.01,0.17,0.82,-0.6499999999999999,negative
1073,20279,1ea46b2b89,"juss boredd, !",negative,0.55,0.19,0.26,-0.07,neutral
1074,24210,bbe7ecfac4,BYEEEEE!!!,neutral,0.7,0.26,0.04,0.22,neutral
1075,25483,461402680c, mmm but nothing i can do. lucky ive got great friends like u to cheer me up,positive,0.0,1.0,0.0,1.0,positive
1076,5626,a3effba130," is making cupcakes and says i can`t have any  kelli, you`re a bad sister.",negative,0.0,0.0,1.0,-1.0,negative
1077,7857,8fdb246b51,_longman yes i am.  but she didn`t follow me,negative,0.89,0.01,0.1,-0.09000000000000001,neutral
1078,22144,e582dd0042,YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho,neutral,0.0,0.01,0.99,-0.98,negative
1079,2019,2d66a37374, she still got it going on!,neutral,0.88,0.08,0.04,0.04,neutral
1080,3139,44ae243052,_Nessiah Yeah I will  In fifteen minutes or so.,neutral,0.91,0.08,0.01,0.07,neutral
1081,4542,a8c660c984,'Mamma Who Bore Me' hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^,neutral,0.1,0.89,0.01,0.88,positive
1082,13740,ef4f50c77f,dual reject ...  http://tinyurl.com/mfm7tl,neutral,0.03,0.0,0.97,-0.97,negative
1083,16380,7e46b70d4c,That was a fun show. Grabbing a bite to eat now.,positive,0.0,1.0,0.0,1.0,positive
1084,27313,fe12b8fd85,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age",positive,0.01,0.5,0.49,0.010000000000000009,mixed
1085,21397,85a02242e3,"Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up http://is.gd/JrLa",neutral,0.0,0.5,0.5,0.0,mixed
1086,13947,0f525a5629,  thanks  I`m holding my mini laser light thingy lol. How are u?,positive,0.0,1.0,0.0,1.0,positive
1087,13995,a12591f04b,Off for a bit of a motorcycle trip today!,neutral,0.85,0.05,0.1,-0.05,neutral
1088,27213,22ff30c41e,Aww chamber callbacks... Soo emotional,positive,0.06,0.85,0.09,0.76,positive
1089,13009,4c72374608, Good luck.. I have still to get wireless working post IT6,positive,0.0,1.0,0.0,1.0,positive
1090,15495,9b67b05a3e, heey  your awsome. god bless.,positive,0.04,0.96,0.0,0.96,positive
1091,6177,bb8d6194fa, I can give you the contact of the person who makes those cheesecakes!,neutral,0.96,0.03,0.01,0.019999999999999997,neutral
1092,25096,7e843d7249,THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,negative,0.92,0.04,0.04,0.0,neutral
1093,10161,f90f887354,Good Monday morning to everyone- Hope everyone`s week is off to a successful start,positive,0.0,1.0,0.0,1.0,positive
1094,6608,d953042861, we watched that one day in the middle of playing-- it REALLY doesn`t hold up,negative,0.28,0.01,0.71,-0.7,negative
1095,22054,8aee050b4c,The 'shhh..' stuff is finally all done!,neutral,0.24,0.67,0.09,0.5800000000000001,positive
1096,975,9b81e91703,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,negative,0.0,0.0,1.0,-1.0,negative
1097,2658,fc07138564," Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",positive,0.08,0.92,0.0,0.92,positive
1098,20100,788156942d,winter flu has to twitter about logies to get noticed. haha. I love rove,positive,0.13,0.53,0.34,0.19,mixed
1099,26948,173e65b71a, muhaha martha <33 have fun see uu next mnth,positive,0.0,1.0,0.0,1.0,positive
1100,26772,98e022a28f,I also concede to my first Twitter grammar fail.,negative,0.0,0.0,1.0,-1.0,negative
1101,21636,88f94f7539, No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well,neutral,0.01,0.0,0.99,-0.99,negative
1102,20028,c29e6cf197, Yep! Tail between legs!,negative,0.02,0.97,0.01,0.96,positive
1103,2358,0af5a36600," Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you",neutral,0.03,0.44,0.53,-0.09000000000000002,mixed
1104,16249,d5233b3fc4, I`m good.,positive,0.0,1.0,0.0,1.0,positive
1105,8220,7d59c522ee," noooo! Little piggies.  i`ll vote anyway, hmpf. We need to hang out soon pls. :hugs!:",neutral,0.28,0.72,0.0,0.72,positive
1106,10536,2cda6ae11f,Gettin my cardio on right now. Walkin to the train station awww I so miss the gym,negative,0.13,0.85,0.02,0.83,positive
1107,16221,0d2d2e4e93,American trade journalists ask PRs `how are you` almost 100% of the time; UK journalists? Erm...not so much   How come?,neutral,0.15,0.03,0.82,-0.7899999999999999,negative
1108,7407,f1ffdf3d99,"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-",neutral,0.11,0.86,0.03,0.83,positive
1109,15613,9ff15d5ccf, that sucks!,negative,0.0,0.0,1.0,-1.0,negative
1110,14518,1a5cb0fe6f,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,0.01,0.99,0.0,0.99,positive
1111,24303,8291ccf502,workin at la bootay... wheres the warm weather at???,neutral,0.8,0.17,0.03,0.14,neutral
1112,25046,d387ba5369,Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,neutral,0.07,0.51,0.42,0.09000000000000002,mixed
1113,3547,5b79166c70, waaa you too,neutral,0.79,0.12,0.09,0.03,neutral
1114,20809,05f31579f2,is stressin h-core. and is supposed to be cleaning her room. and feels like ****.,negative,0.95,0.04,0.01,0.03,neutral
1115,16255,bf66b4acaa,"_Kookie girl,rain is my song forrealll!!!",neutral,0.16,0.79,0.05,0.74,positive
1116,17882,f54efff9bf,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don`t feel very well right now",negative,0.0,0.14,0.86,-0.72,negative
1117,21894,b6ad9e9b07, will you be posting a pic of you H suit?? Pretty please?,neutral,0.8,0.18,0.02,0.16,neutral
1118,22648,8f6133751f,Rose City Sirens were uber cool last night!  Wish I could have stayed longer,positive,0.01,0.98,0.01,0.97,positive
1119,6904,313fc09dd5," Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",negative,0.06,0.34,0.6,-0.25999999999999995,mixed
1120,24929,09d0f8f088, two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,positive,0.0,1.0,0.0,1.0,positive
1121,23132,c172ff7e6b,  ahhhh it won`t let me watch the video on my phone,neutral,0.18,0.08,0.74,-0.66,negative
1122,26827,28d618869c,it`s gloomy outside,negative,0.0,0.0,1.0,-1.0,negative
1123,26700,ed25e31700, Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....,neutral,0.01,0.0,0.99,-0.99,negative
1124,4628,6635f4080d, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,negative,0.0,0.0,1.0,-1.0,negative
1125,8044,4c7465d015,_Hayward go two way mirrors,neutral,0.97,0.01,0.02,-0.01,neutral
1126,23358,6fbb1a4b64,That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!,positive,0.11,0.87,0.02,0.85,positive
1127,1438,fae05eac0f, why not united kingdom,neutral,0.17,0.02,0.81,-0.79,negative
1128,14158,4f6b25d5af,Back from brunch. Hopefully I lured two more friends here.,neutral,0.7,0.18,0.12,0.06,neutral
1129,10670,fd026198ea,i love his nose kisses,positive,0.0,1.0,0.0,1.0,positive
1130,510,2f3ff51870,yeah.... and im gonna take ur picture off my ipod baby..,neutral,0.92,0.05,0.03,0.020000000000000004,neutral
1131,9689,84bcf86d43,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,positive,0.0,1.0,0.0,1.0,positive
1132,25912,0cefe48978,Ate too much vegetarian pizza for dinner! But it was so good,negative,0.11,0.53,0.36,0.17000000000000004,mixed
1133,18871,d572ff423b,  I don`t like Demi...I like La La Land and Don`t forget. Do you like Ashley Tisdale??,neutral,0.25,0.03,0.72,-0.69,negative
1134,4376,fa6d581997," LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!",neutral,0.17,0.47,0.36,0.10999999999999999,mixed
1135,27252,a68443a78b, This year,neutral,0.87,0.1,0.03,0.07,neutral
1136,11923,86d25506a1,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",positive,0.08,0.91,0.01,0.9,positive
1137,26205,6d3a38fd86,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,neutral,0.01,0.01,0.98,-0.97,negative
1138,6785,ec88453ee8,"lacey is alright though. quite a few gashes, and she keeps her tail between her legs",neutral,0.92,0.07,0.01,0.060000000000000005,neutral
1139,196,f0db54f5bf,im soo bored...im deffo missing my music channels,negative,0.0,0.0,1.0,-1.0,negative
1140,25375,991c2301eb,Decided not to go...I want to see my sweetie  But I can`t.,negative,0.38,0.37,0.25,0.12,neutral
1141,16933,29e4e15fdf,driving past Tattered Cover w/o stopping  promising myself to make time next week.,negative,0.05,0.12,0.83,-0.71,negative
1142,23957,db1eddbe0b,All the money in the world could never make me as happy as being a stay-at-home mom with my son,positive,0.04,0.09,0.87,-0.78,negative
1143,12676,cd339377b5,"nvm, i`ll stop. whatever. see you 5th i guess",neutral,0.87,0.08,0.05,0.03,neutral
1144,8372,34b6e311bd,have to go now by`all <3 see ya later guys  ****,neutral,0.0,1.0,0.0,1.0,positive
1145,10435,b732365aec,"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",negative,0.0,0.43,0.57,-0.13999999999999996,negative
1146,16614,983b7ba96d,"Had fried oreos downtown vegas, went to the park with her cousins. BEST DAY EVERRRR.  Happy mommy`s day!",positive,0.18,0.81,0.01,0.8,positive
1147,12891,1e8fe80d40, I made my parents add u guys on the family myspace...they were impressed by the song.,positive,0.0,1.0,0.0,1.0,positive
1148,25500,2a708c3485,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",positive,0.0,1.0,0.0,1.0,positive
1149,1968,5b32effb51,well i`m gonna go now.  goodbye all.,neutral,0.53,0.41,0.06,0.35,neutral
1150,6912,28e1433f82, Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral,0.77,0.1,0.13,-0.03,neutral
1151,5939,6c5103a4c5,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",positive,0.0,1.0,0.0,1.0,positive
1152,3643,394d7dfb80,"Dear Mikey Robins: nah, you`ve heard it all before",neutral,0.89,0.08,0.03,0.05,neutral
